exam_subject_id,program_year_id,year,subject_slot,subject_id,subject_name_raw,subject_name_std,score_max,exam_duration_minutes,exam_method,source_id,source_locator
EXAM-ced6860d-6f9b-5d84-93b2-8c52df5864ff,PY-faa4df75-4caa-5caa-afbc-83d5d9f96562,2024,professional_2,SUBJ-4aee3f17-a7f7-5623-924a-9ac52a52a137,自动控制原理,自动控制原理,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""电气工程及其自动化"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-4004203d-caf4-5e19-9f12-38648579fdff,PY-faa4df75-4caa-5caa-afbc-83d5d9f96562,2024,public_1,SUBJ-c1afee7c-2c8b-5b96-8fd0-29904b52131b,高等数学,高等数学,150,120,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""电气工程及其自动化"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-1cf9e3a3-ab9c-53b7-a3f7-a41abe06f307,PY-faa4df75-4caa-5caa-afbc-83d5d9f96562,2024,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""电气工程及其自动化"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-3970e14c-0a95-5cca-863f-a3f195785875,PY-ef3ba7ca-8a35-567d-8e9b-5e9db870845d,2024,professional_1,SUBJ-64f42f8f-5b59-5019-bd92-5772473a7077,统计学,统计学,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""经济统计学"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-de69829a-980f-5768-bfa8-353ae44e38c9,PY-ef3ba7ca-8a35-567d-8e9b-5e9db870845d,2024,professional_2,SUBJ-7c29394f-52b0-5931-b0b3-625d7861212e,微观经济学,微观经济学,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""经济统计学"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-21e4cfac-969a-54aa-bfc7-a080ac0bc84f,PY-ef3ba7ca-8a35-567d-8e9b-5e9db870845d,2024,public_1,SUBJ-c1afee7c-2c8b-5b96-8fd0-29904b52131b,高等数学,高等数学,150,120,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""经济统计学"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-b9b5ab27-520a-517b-94d6-598ed509525b,PY-ef3ba7ca-8a35-567d-8e9b-5e9db870845d,2024,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""经济统计学"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-81c5fe3f-9d4e-58e2-ab66-590a2db03045,PY-99def49b-49c6-5585-b556-8fa88db18d63,2024,professional_1,SUBJ-e352e919-c275-52bb-b3f8-63af79d9e8aa,传播学概论,传播学概论,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""网络与新媒体"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-8e29640c-2b05-582c-9055-a0f55ab97645,PY-99def49b-49c6-5585-b556-8fa88db18d63,2024,professional_2,SUBJ-8e5385a1-a7b4-505d-bf4c-ae5ee1a19c1e,新闻学概论,新闻学概论,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""网络与新媒体"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-a1f8c98d-8298-5d31-9499-bc9eecc8ac28,PY-99def49b-49c6-5585-b556-8fa88db18d63,2024,public_1,SUBJ-d88b6f0d-ab2d-511e-bbc2-2ff6a8d9b607,大学语文,大学语文,150,120,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""网络与新媒体"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-e792e8b4-6b8e-5392-bccd-f0c4cb55b08d,PY-99def49b-49c6-5585-b556-8fa88db18d63,2024,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""网络与新媒体"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-679908fa-fb60-5398-b971-1772f62af429,PY-4420be4a-c3a7-513d-8208-0de118ed05c0,2024,professional_1,SUBJ-1187ecff-f02c-5290-8d46-b7a9749ff165,C语言程序设计,C语言程序设计,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""网络工程"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-09204b9f-3117-5d6b-8732-407c2ac1f2e5,PY-4420be4a-c3a7-513d-8208-0de118ed05c0,2024,professional_2,SUBJ-ee125cd5-c186-5634-a89b-cfb306ee74c3,数据结构,数据结构,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""网络工程"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-244a0743-1b7c-54af-80dc-16912206e5c6,PY-4420be4a-c3a7-513d-8208-0de118ed05c0,2024,public_1,SUBJ-c1afee7c-2c8b-5b96-8fd0-29904b52131b,高等数学,高等数学,150,120,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""网络工程"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-4bc691fd-1999-5844-a349-f70ef81aad9d,PY-4420be4a-c3a7-513d-8208-0de118ed05c0,2024,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""网络工程"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-4404a237-9518-51e7-9a4e-6da9a5f40ff6,PY-078d9cf4-435d-571c-b89d-6cf5d2426a5b,2024,professional_1,SUBJ-af265a9a-3576-5139-8e32-0df76de6f524,基础无机化学,基础无机化学,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""药物制剂"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-97f2b0ff-f46d-56d3-b713-c54972acabd9,PY-078d9cf4-435d-571c-b89d-6cf5d2426a5b,2024,professional_2,SUBJ-f064f3e9-8008-5e68-86f5-1e55c4ebf102,基础分析化学,基础分析化学,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""药物制剂"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-a1809da5-333a-54e3-9974-ae4a558ace60,PY-078d9cf4-435d-571c-b89d-6cf5d2426a5b,2024,public_1,SUBJ-c1afee7c-2c8b-5b96-8fd0-29904b52131b,高等数学,高等数学,150,120,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""药物制剂"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-963e54f4-7173-5a07-be8f-3b1b52f3a289,PY-078d9cf4-435d-571c-b89d-6cf5d2426a5b,2024,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""药物制剂"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-20456902-76b7-5137-9671-8dc8a175cc69,PY-5b0619d9-5054-5707-9c9a-0f87f8079b72,2024,professional_1,SUBJ-88d1b877-d7e1-5b43-8383-45ccafde7590,人物速写,人物速写,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""视觉传达设计"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-d5ea2a76-6b55-5987-8ce8-f1fa5a706eab,PY-5b0619d9-5054-5707-9c9a-0f87f8079b72,2024,professional_2,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,插画设计,插画设计,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""视觉传达设计"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-90a538af-b5cd-51aa-9427-ddf061f02833,PY-5b0619d9-5054-5707-9c9a-0f87f8079b72,2024,public_1,SUBJ-d88b6f0d-ab2d-511e-bbc2-2ff6a8d9b607,大学语文,大学语文,150,120,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""视觉传达设计"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-8b7a45cd-320d-535b-9bdd-8fdbf7ab6258,PY-5b0619d9-5054-5707-9c9a-0f87f8079b72,2024,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""视觉传达设计"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-604ad4a2-f424-5c02-a34d-de324fc168c6,PY-c1006596-0bc4-5d2f-bae9-d702b42dbe56,2024,professional_1,SUBJ-1187ecff-f02c-5290-8d46-b7a9749ff165,C语言程序设计,C语言程序设计,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""计算机科学与技术"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-a825f88d-3223-535a-ba36-edba3045a8e6,PY-c1006596-0bc4-5d2f-bae9-d702b42dbe56,2024,professional_2,SUBJ-ee125cd5-c186-5634-a89b-cfb306ee74c3,数据结构,数据结构,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""计算机科学与技术"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-068ce6a4-351e-555d-8849-5dbe46ce5d7c,PY-c1006596-0bc4-5d2f-bae9-d702b42dbe56,2024,public_1,SUBJ-c1afee7c-2c8b-5b96-8fd0-29904b52131b,高等数学,高等数学,150,120,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""计算机科学与技术"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-a51f3500-555e-57d8-92d6-f7d84127e02f,PY-c1006596-0bc4-5d2f-bae9-d702b42dbe56,2024,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""计算机科学与技术"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-b0fb0d08-f434-533a-92b0-aca900340ac5,PY-961cdbb0-595a-5c84-b275-3c44bd3f1afe,2024,professional_1,SUBJ-225d4839-edc0-58f4-a894-f24182a6ca56,管理学原理,管理学原理,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""财务管理"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-27c54c45-8ec4-5c56-9ac9-62278307ceef,PY-961cdbb0-595a-5c84-b275-3c44bd3f1afe,2024,professional_2,SUBJ-be5405f8-d905-514f-8b29-cc10f36c78ef,会计学原理,会计学原理,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""财务管理"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-dba39af7-46dc-5215-96db-4eaccdcf24b4,PY-961cdbb0-595a-5c84-b275-3c44bd3f1afe,2024,public_1,SUBJ-d88b6f0d-ab2d-511e-bbc2-2ff6a8d9b607,大学语文,大学语文,150,120,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""财务管理"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-cdab4057-d1df-5569-97b3-3d3e28a275bb,PY-961cdbb0-595a-5c84-b275-3c44bd3f1afe,2024,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""财务管理"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-1c65173a-0b3f-50b4-9da0-18c3d2ba23da,PY-c544ae6e-925e-5611-ba09-a410dc123c8f,2024,professional_1,SUBJ-1187ecff-f02c-5290-8d46-b7a9749ff165,C语言程序设计,C语言程序设计,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""软件工程"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-0f5fca65-d87c-5f79-ba25-9f7a4b19673c,PY-c544ae6e-925e-5611-ba09-a410dc123c8f,2024,professional_2,SUBJ-ee125cd5-c186-5634-a89b-cfb306ee74c3,数据结构,数据结构,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""软件工程"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-baea79b1-3085-5d5c-8da0-14210b39cee8,PY-c544ae6e-925e-5611-ba09-a410dc123c8f,2024,public_1,SUBJ-c1afee7c-2c8b-5b96-8fd0-29904b52131b,高等数学,高等数学,150,120,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""软件工程"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-f17f58e1-bbfa-5557-9ee3-e73de0dbd596,PY-c544ae6e-925e-5611-ba09-a410dc123c8f,2024,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""软件工程"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-9d5cd3e6-a7bd-5bf5-8e80-f7a7e7e4c41a,PY-affbb6ae-8b72-59de-9a6f-ca8898ee35cf,2024,professional_1,SUBJ-26a1c76a-73cb-50b2-a6ad-138251b69ad9,运动解剖生理学,运动解剖生理学,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""运动康复"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-32308fb3-f83d-516c-94c7-3eda769b78a2,PY-affbb6ae-8b72-59de-9a6f-ca8898ee35cf,2024,professional_2,SUBJ-c1677517-0a7c-54f6-98e2-02b71ae0359b,康复功能评定学,康复功能评定学,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""运动康复"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-b63ed1e3-9e00-5e6d-8e45-366caf6f60eb,PY-affbb6ae-8b72-59de-9a6f-ca8898ee35cf,2024,public_1,SUBJ-d88b6f0d-ab2d-511e-bbc2-2ff6a8d9b607,大学语文,大学语文,150,120,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""运动康复"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-bf2c23bc-293c-53d9-a5ab-8024a28a86b8,PY-affbb6ae-8b72-59de-9a6f-ca8898ee35cf,2024,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""运动康复"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-85e10a1f-6b62-578c-ba09-58cfc29f8f62,PY-463cbd2c-1087-553b-969f-9f38cad0f7f3,2024,professional_1,SUBJ-17c29bcb-031b-5886-9ae6-dbda71e015ef,电路分析基础,电路分析基础,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""通信工程"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-a951a9e1-9fc9-54d6-bf19-9dba7fefc415,PY-463cbd2c-1087-553b-969f-9f38cad0f7f3,2024,professional_2,SUBJ-0210da2c-c125-5f19-9416-37fce69429c7,数字电子技术基础,数字电子技术基础,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""通信工程"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-d534ae70-1f2d-5c05-8175-3f477b698b4e,PY-463cbd2c-1087-553b-969f-9f38cad0f7f3,2024,public_1,SUBJ-c1afee7c-2c8b-5b96-8fd0-29904b52131b,高等数学,高等数学,150,120,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""通信工程"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-67ac147b-ec11-5a1e-866a-851cf64b95a3,PY-463cbd2c-1087-553b-969f-9f38cad0f7f3,2024,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""通信工程"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-0dc759ef-5b29-5ce3-9aec-acad8e63ae09,PY-5a308856-46aa-584b-856c-62c27c55f791,2024,professional_1,SUBJ-512487a4-1606-5a3e-bbb4-aaa0090673b5,生物化学,生物化学,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""食品质量与安全"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-ba66b65d-57f1-5eef-a9b0-e2c65775e3f5,PY-5a308856-46aa-584b-856c-62c27c55f791,2024,professional_2,SUBJ-e954d6b6-e336-5243-997a-401c8e1fec54,微生物学,微生物学,150,,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""食品质量与安全"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-3e9b6f9a-ecf4-5b52-b849-8287eafe0ed1,PY-5a308856-46aa-584b-856c-62c27c55f791,2024,public_1,SUBJ-c1afee7c-2c8b-5b96-8fd0-29904b52131b,高等数学,高等数学,150,120,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""食品质量与安全"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-a241a559-ee2e-52db-b98d-13e685e8dbc5,PY-5a308856-46aa-584b-856c-62c27c55f791,2024,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2024-ZC,"{""row_key"":""食品质量与安全"",""section"":""考试科目"",""table"":3,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
EXAM-ecbf1c5f-6e83-51c7-9e5b-1371392bf1bc,PY-8d4db694-460f-585a-afa0-c07735ec3f07,2025,professional_1,SUBJ-7c29394f-52b0-5931-b0b3-625d7861212e,微观经济学,微观经济学,150,,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""互联网金融"",""section"":""考试科目""}"
EXAM-20237b74-9eba-5803-af37-18fb6a4b041a,PY-8d4db694-460f-585a-afa0-c07735ec3f07,2025,professional_2,SUBJ-be5405f8-d905-514f-8b29-cc10f36c78ef,会计学原理,会计学原理,150,,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""互联网金融"",""section"":""考试科目""}"
EXAM-655dfde7-0a49-5e1a-9cf6-f15d905c2517,PY-8d4db694-460f-585a-afa0-c07735ec3f07,2025,public_1,SUBJ-d88b6f0d-ab2d-511e-bbc2-2ff6a8d9b607,大学语文,大学语文,150,120,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""互联网金融"",""section"":""考试科目""}"
EXAM-bd5571a2-1d28-5ffb-95f0-ea7e45e56319,PY-8d4db694-460f-585a-afa0-c07735ec3f07,2025,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""互联网金融"",""section"":""考试科目""}"
EXAM-6d1765b4-38f5-5236-ac2f-9db814f0a208,PY-955dc40b-8141-5590-86cf-1af86a0004ff,2025,professional_1,SUBJ-225d4839-edc0-58f4-a894-f24182a6ca56,管理学原理,管理学原理,150,,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""人力资源管理"",""section"":""考试科目""}"
EXAM-2fb24f9d-4ec3-5456-b5d3-a1d7e41ba563,PY-955dc40b-8141-5590-86cf-1af86a0004ff,2025,professional_2,SUBJ-be5405f8-d905-514f-8b29-cc10f36c78ef,会计学原理,会计学原理,150,,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""人力资源管理"",""section"":""考试科目""}"
EXAM-51f9cccf-a093-581a-8b55-d81300edf20d,PY-955dc40b-8141-5590-86cf-1af86a0004ff,2025,public_1,SUBJ-d88b6f0d-ab2d-511e-bbc2-2ff6a8d9b607,大学语文,大学语文,150,120,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""人力资源管理"",""section"":""考试科目""}"
EXAM-42e66230-9f8d-54ce-95d1-7c5a84785b90,PY-955dc40b-8141-5590-86cf-1af86a0004ff,2025,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""人力资源管理"",""section"":""考试科目""}"
EXAM-8f709848-f47f-5387-9c59-f663b8bcd7b6,PY-4467374a-02cd-5f46-9d4b-72991146ebec,2025,professional_1,SUBJ-af265a9a-3576-5139-8e32-0df76de6f524,基础无机化学,基础无机化学,150,,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""制药工程"",""section"":""考试科目""}"
EXAM-d3dcea55-5014-5bfe-bc33-48260eac5401,PY-4467374a-02cd-5f46-9d4b-72991146ebec,2025,professional_2,SUBJ-f064f3e9-8008-5e68-86f5-1e55c4ebf102,基础分析化学,基础分析化学,150,,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""制药工程"",""section"":""考试科目""}"
EXAM-3db0f137-2459-559d-bd86-03164182b3a6,PY-4467374a-02cd-5f46-9d4b-72991146ebec,2025,public_1,SUBJ-c1afee7c-2c8b-5b96-8fd0-29904b52131b,高等数学,高等数学,150,120,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""制药工程"",""section"":""考试科目""}"
EXAM-a5ae1e3c-cf0b-5e81-99c9-d6e5cc5dfa84,PY-4467374a-02cd-5f46-9d4b-72991146ebec,2025,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""制药工程"",""section"":""考试科目""}"
EXAM-4d562fc0-0b0f-53f1-a6ae-dc0552bde373,PY-e900d1c0-2088-5eb2-83aa-8405a19a7a2a,2025,professional_1,SUBJ-88d1b877-d7e1-5b43-8383-45ccafde7590,人物速写,人物速写,150,,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""动画"",""section"":""考试科目""}"
EXAM-4892036b-1293-5161-8ae9-59f4c63b1698,PY-e900d1c0-2088-5eb2-83aa-8405a19a7a2a,2025,professional_2,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,插画设计,插画设计,150,,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""动画"",""section"":""考试科目""}"
EXAM-48feb8a1-6d06-5455-974b-a97413ff1144,PY-e900d1c0-2088-5eb2-83aa-8405a19a7a2a,2025,public_1,SUBJ-d88b6f0d-ab2d-511e-bbc2-2ff6a8d9b607,大学语文,大学语文,150,120,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""动画"",""section"":""考试科目""}"
EXAM-321d77f5-3a21-577d-b96b-8cdf12c4cd8f,PY-e900d1c0-2088-5eb2-83aa-8405a19a7a2a,2025,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""动画"",""section"":""考试科目""}"
EXAM-0ca28814-e8b9-5161-ab85-f5ffd7c65962,PY-ed1ef6fc-7ce4-50d1-ba14-9a1e1339c1ba,2025,professional_1,SUBJ-af265a9a-3576-5139-8e32-0df76de6f524,基础无机化学,基础无机化学,150,,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""化学工程与工艺"",""section"":""考试科目""}"
EXAM-dcb6ce27-1a2f-51d9-ac6d-6ad9e30dfb1b,PY-ed1ef6fc-7ce4-50d1-ba14-9a1e1339c1ba,2025,professional_2,SUBJ-f064f3e9-8008-5e68-86f5-1e55c4ebf102,基础分析化学,基础分析化学,150,,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""化学工程与工艺"",""section"":""考试科目""}"
EXAM-9db58857-c124-5722-92ed-e3a8b95dcaa9,PY-ed1ef6fc-7ce4-50d1-ba14-9a1e1339c1ba,2025,public_1,SUBJ-c1afee7c-2c8b-5b96-8fd0-29904b52131b,高等数学,高等数学,150,120,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""化学工程与工艺"",""section"":""考试科目""}"
EXAM-994289f4-d7ba-5cce-836e-270c1ebc077f,PY-ed1ef6fc-7ce4-50d1-ba14-9a1e1339c1ba,2025,public_2,SUBJ-519af401-8795-53ed-8ca6-c732ca62949c,英语,英语,150,90,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""化学工程与工艺"",""section"":""考试科目""}"
EXAM-ce020a06-6a7c-55dc-b246-c5a06eaa1526,PY-db7e9bd8-c8f9-53e8-82d9-50b849f6897b,2025,professional_1,SUBJ-75b484f9-a807-5e17-bbfd-039deebf492a,综合商务英语,综合商务英语,150,,笔试,SRC-HFNU-2025-ZC,"{""asset_id"":""ASSET-HFNU-2025-ZC-PDF"",""page"":11,""row_key"":""商务英语"",""section"":""考试科目""}"
