enrollment_plan_id,offering_id,plan_type,plan_value,value_status,plan_version,announcement_date,is_derived,derivation_method,raw_value,source_id,source_locator
PLAN-73a94e8d-e686-55db-900f-df8558faa03a,OFF-9b9cd6ed-bbd5-5b39-80d1-456ce42819c8,retired_soldier_culture_exam_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""新能源材料与器件"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-8f7a7f48-0858-50bc-9ef2-d239ba6ea149,OFF-9b9cd6ed-bbd5-5b39-80d1-456ce42819c8,retired_soldier_non_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""新能源材料与器件"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-00ed2dad-e208-52fd-af87-dba8ca274cb7,OFF-9b9cd6ed-bbd5-5b39-80d1-456ce42819c8,registered_poor_family,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""新能源材料与器件"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-1e28192a-2e4a-5dab-a3b5-c4629bf6786c,OFF-2236ebe0-28de-5cf7-ae22-516b9e231038,total,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""新闻学"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-39b69021-11cb-5c24-a71d-fd8d7af2ceeb,OFF-2236ebe0-28de-5cf7-ae22-516b9e231038,retired_soldier_culture_exam_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""新闻学"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-8d26b7ce-4035-5b68-9b51-be35f56112c8,OFF-2236ebe0-28de-5cf7-ae22-516b9e231038,retired_soldier_non_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""新闻学"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-329b9e29-f35e-578f-a4bf-904f4d418667,OFF-2236ebe0-28de-5cf7-ae22-516b9e231038,registered_poor_family,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""新闻学"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-d15d4781-19fe-5482-a4d7-832e6711a45d,OFF-78ec7cfd-193d-55a5-b8d2-7a7ee08e2f92,total,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""旅游管理"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-c076732b-3a29-58a9-a136-09559794ce2f,OFF-78ec7cfd-193d-55a5-b8d2-7a7ee08e2f92,retired_soldier_culture_exam_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""旅游管理"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-21add958-3600-5935-ba56-e298026a3f55,OFF-78ec7cfd-193d-55a5-b8d2-7a7ee08e2f92,retired_soldier_non_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""旅游管理"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-d0ace527-dfd4-51ad-9c7a-687a114b40fb,OFF-78ec7cfd-193d-55a5-b8d2-7a7ee08e2f92,registered_poor_family,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""旅游管理"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-87de0198-e4bc-5b7e-8f3b-4eb689b65c6c,OFF-6ea19789-72a7-5a48-aeaa-57ccaa31b7c1,total,30,explicit_value,original,2024-03-21,false,,30,SRC-HFNU-2024-ZC,"{""row_key"":""服装与服饰设计"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-fbc4e37b-62aa-571b-b1ce-31b1f857c90d,OFF-6ea19789-72a7-5a48-aeaa-57ccaa31b7c1,retired_soldier_culture_exam_exempt,2,explicit_value,original,2024-03-21,false,,2,SRC-HFNU-2024-ZC,"{""row_key"":""服装与服饰设计"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-829d64c1-49b4-5142-8f08-1961e6e5e7ee,OFF-6ea19789-72a7-5a48-aeaa-57ccaa31b7c1,retired_soldier_non_exempt,1,explicit_value,original,2024-03-21,false,,1,SRC-HFNU-2024-ZC,"{""row_key"":""服装与服饰设计"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-4e0a927a-7136-5715-b0c7-8a2ba6e25546,OFF-6ea19789-72a7-5a48-aeaa-57ccaa31b7c1,registered_poor_family,2,explicit_value,original,2024-03-21,false,,2,SRC-HFNU-2024-ZC,"{""row_key"":""服装与服饰设计"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-57040205-3165-5334-a751-11617a23b772,OFF-73444fc2-6c3c-55cc-ba0f-e19ab7460a72,total,120,explicit_value,original,2024-03-21,false,,120,SRC-HFNU-2024-ZC,"{""row_key"":""材料科学与工程"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-65c97921-c186-5c4c-8aaf-66a215f45a48,OFF-73444fc2-6c3c-55cc-ba0f-e19ab7460a72,retired_soldier_culture_exam_exempt,10,explicit_value,original,2024-03-21,false,,10,SRC-HFNU-2024-ZC,"{""row_key"":""材料科学与工程"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-d589f04b-2579-5ab6-afc0-d19c2fcdcea8,OFF-73444fc2-6c3c-55cc-ba0f-e19ab7460a72,retired_soldier_non_exempt,2,explicit_value,original,2024-03-21,false,,2,SRC-HFNU-2024-ZC,"{""row_key"":""材料科学与工程"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-86e63407-e5fc-5148-b159-ea6d662c5ed0,OFF-73444fc2-6c3c-55cc-ba0f-e19ab7460a72,registered_poor_family,10,explicit_value,original,2024-03-21,false,,10,SRC-HFNU-2024-ZC,"{""row_key"":""材料科学与工程"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-a6b14c8d-3350-5fd6-9ee8-26c7576876a9,OFF-a69a38db-1672-563e-954d-9c6da34928a7,total,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""汉语言文学"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-b9a6c128-f453-5ed5-8f94-d15a97089afc,OFF-a69a38db-1672-563e-954d-9c6da34928a7,retired_soldier_culture_exam_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""汉语言文学"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-8773b46d-5908-571c-8366-8e86732dd584,OFF-a69a38db-1672-563e-954d-9c6da34928a7,retired_soldier_non_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""汉语言文学"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-d791b1d9-4ff7-5443-8901-31ebabd2b31b,OFF-a69a38db-1672-563e-954d-9c6da34928a7,registered_poor_family,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""汉语言文学"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-f8ab2a13-79ed-54f5-90d7-1f4398501e28,OFF-b3df6ca8-8ddd-585c-b672-43cc2ce36f1e,total,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""特殊教育"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-c829641e-3920-5637-8c9e-557ca36c97be,OFF-b3df6ca8-8ddd-585c-b672-43cc2ce36f1e,retired_soldier_culture_exam_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""特殊教育"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-21d6c71e-d563-5b7d-b62a-483dd2d41c98,OFF-b3df6ca8-8ddd-585c-b672-43cc2ce36f1e,retired_soldier_non_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""特殊教育"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-ab7bb6b8-f76a-551b-bb9e-beb25cd0f6ad,OFF-b3df6ca8-8ddd-585c-b672-43cc2ce36f1e,registered_poor_family,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""特殊教育"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-0775a0d9-6957-576b-b83b-4bba71e1ea73,OFF-3e1e77ac-8c44-5394-9f8a-359cdc4736df,total,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""环境工程"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-00519ed8-55ec-596d-9d8c-eb412882ae37,OFF-3e1e77ac-8c44-5394-9f8a-359cdc4736df,retired_soldier_culture_exam_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""环境工程"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-447b9f00-9539-51b6-9263-650299965f8c,OFF-3e1e77ac-8c44-5394-9f8a-359cdc4736df,retired_soldier_non_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""环境工程"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-194e6fa0-cd2a-5d3a-9c17-328308608a2d,OFF-3e1e77ac-8c44-5394-9f8a-359cdc4736df,registered_poor_family,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""环境工程"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-04256fda-aa9c-5ca3-946a-944b7d465431,OFF-b1bacb76-fa85-533b-9dba-b5d3f6107662,total,80,explicit_value,original,2024-03-21,false,,80,SRC-HFNU-2024-ZC,"{""row_key"":""环境设计"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-7dd7f37c-eb44-54a3-a6fc-2a09b47ee5c2,OFF-b1bacb76-fa85-533b-9dba-b5d3f6107662,retired_soldier_culture_exam_exempt,6,explicit_value,original,2024-03-21,false,,6,SRC-HFNU-2024-ZC,"{""row_key"":""环境设计"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-6ce99b33-8f0f-52c9-9c51-aca4cc51df7f,OFF-b1bacb76-fa85-533b-9dba-b5d3f6107662,retired_soldier_non_exempt,2,explicit_value,original,2024-03-21,false,,2,SRC-HFNU-2024-ZC,"{""row_key"":""环境设计"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-a5334d49-1ebb-5216-bb11-5270bc382544,OFF-b1bacb76-fa85-533b-9dba-b5d3f6107662,registered_poor_family,6,explicit_value,original,2024-03-21,false,,6,SRC-HFNU-2024-ZC,"{""row_key"":""环境设计"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-f23902f6-55eb-570a-8497-14aaf46b5ff9,OFF-af318d31-e77c-53ab-be9f-571d14f8bc96,total,120,explicit_value,original,2024-03-21,false,,120,SRC-HFNU-2024-ZC,"{""row_key"":""生物制药"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-d7b74f2c-b2fd-5713-bee9-30d9617f8ec5,OFF-af318d31-e77c-53ab-be9f-571d14f8bc96,retired_soldier_culture_exam_exempt,10,explicit_value,original,2024-03-21,false,,10,SRC-HFNU-2024-ZC,"{""row_key"":""生物制药"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-af15d750-8ea4-54e3-a87d-bbd575bda9c5,OFF-af318d31-e77c-53ab-be9f-571d14f8bc96,retired_soldier_non_exempt,2,explicit_value,original,2024-03-21,false,,2,SRC-HFNU-2024-ZC,"{""row_key"":""生物制药"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-7d67ff44-27f0-51a6-9e67-8f27393ae7c2,OFF-af318d31-e77c-53ab-be9f-571d14f8bc96,registered_poor_family,10,explicit_value,original,2024-03-21,false,,10,SRC-HFNU-2024-ZC,"{""row_key"":""生物制药"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-5cb20a27-bf26-5f04-9b29-b12c75edda25,OFF-51418849-cb95-5848-a21f-f6b90aee23ad,total,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""生物制药"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-c2f5a92e-f3d7-5ac8-9ab0-a68a3c4901cd,OFF-51418849-cb95-5848-a21f-f6b90aee23ad,retired_soldier_culture_exam_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""生物制药"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-1f2aa8bf-9600-5365-9029-3a76b9727d0a,OFF-51418849-cb95-5848-a21f-f6b90aee23ad,retired_soldier_non_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""生物制药"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-3503440f-2613-52b1-9f1b-fe618d2e570f,OFF-51418849-cb95-5848-a21f-f6b90aee23ad,registered_poor_family,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""生物制药"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-b508e41e-09a2-5d6f-84e2-cb200330e488,OFF-cf5f58a7-03e9-528e-9334-2c2054574cb4,total,120,explicit_value,original,2024-03-21,false,,120,SRC-HFNU-2024-ZC,"{""row_key"":""电子信息工程"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-00d70a6a-c28f-55fc-8bc8-8b6b707dc5e7,OFF-cf5f58a7-03e9-528e-9334-2c2054574cb4,retired_soldier_culture_exam_exempt,10,explicit_value,original,2024-03-21,false,,10,SRC-HFNU-2024-ZC,"{""row_key"":""电子信息工程"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-b2eb8f9f-8332-5f5d-a2e5-fc458a3e5419,OFF-cf5f58a7-03e9-528e-9334-2c2054574cb4,retired_soldier_non_exempt,2,explicit_value,original,2024-03-21,false,,2,SRC-HFNU-2024-ZC,"{""row_key"":""电子信息工程"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-dea95deb-e274-5b37-b771-dd61174de338,OFF-cf5f58a7-03e9-528e-9334-2c2054574cb4,registered_poor_family,10,explicit_value,original,2024-03-21,false,,10,SRC-HFNU-2024-ZC,"{""row_key"":""电子信息工程"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-6a5378ab-ebb5-5348-891d-869c8f1695f6,OFF-7918aed3-8a9b-5618-ab5a-9eb8a382781b,total,40,explicit_value,original,2024-03-21,false,,40,SRC-HFNU-2024-ZC,"{""row_key"":""电气工程及其自动化"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-6ebecaef-811a-5668-b5ae-b602ee193e29,OFF-7918aed3-8a9b-5618-ab5a-9eb8a382781b,retired_soldier_culture_exam_exempt,3,explicit_value,original,2024-03-21,false,,3,SRC-HFNU-2024-ZC,"{""row_key"":""电气工程及其自动化"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-ef1979d3-8d34-54f3-98b0-6148edc930c0,OFF-7918aed3-8a9b-5618-ab5a-9eb8a382781b,retired_soldier_non_exempt,1,explicit_value,original,2024-03-21,false,,1,SRC-HFNU-2024-ZC,"{""row_key"":""电气工程及其自动化"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-ae3e5901-43af-5d75-9beb-314cf3f2dc8c,OFF-7918aed3-8a9b-5618-ab5a-9eb8a382781b,registered_poor_family,3,explicit_value,original,2024-03-21,false,,3,SRC-HFNU-2024-ZC,"{""row_key"":""电气工程及其自动化"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-a6cde4cd-9c7d-5e3e-a0fb-5679520f1813,OFF-c945fa15-9041-5415-913b-66750f82e0ad,total,60,explicit_value,original,2024-03-21,false,,60,SRC-HFNU-2024-ZC,"{""row_key"":""电气工程及其自动化"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-059d5ce8-ae8d-5186-8d1e-9eae2c2d54aa,OFF-c945fa15-9041-5415-913b-66750f82e0ad,retired_soldier_culture_exam_exempt,4,explicit_value,original,2024-03-21,false,,4,SRC-HFNU-2024-ZC,"{""row_key"":""电气工程及其自动化"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-fe9fca65-e285-5496-a2e9-6fbc65be2249,OFF-c945fa15-9041-5415-913b-66750f82e0ad,retired_soldier_non_exempt,2,explicit_value,original,2024-03-21,false,,2,SRC-HFNU-2024-ZC,"{""row_key"":""电气工程及其自动化"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-8afc6c5a-4504-55e4-a653-440099a2ea0a,OFF-c945fa15-9041-5415-913b-66750f82e0ad,registered_poor_family,4,explicit_value,original,2024-03-21,false,,4,SRC-HFNU-2024-ZC,"{""row_key"":""电气工程及其自动化"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-f6bfbb31-78a1-5a04-891d-f2f1698262c3,OFF-a16f69bd-4821-507f-b34c-12e9fe334e0e,total,120,explicit_value,original,2024-03-21,false,,120,SRC-HFNU-2024-ZC,"{""row_key"":""经济统计学"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-31f4ce7d-5cec-57f8-9a86-77f21860b20f,OFF-a16f69bd-4821-507f-b34c-12e9fe334e0e,retired_soldier_culture_exam_exempt,10,explicit_value,original,2024-03-21,false,,10,SRC-HFNU-2024-ZC,"{""row_key"":""经济统计学"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-e894923d-8ae5-5067-b82e-00d41eb99ed9,OFF-a16f69bd-4821-507f-b34c-12e9fe334e0e,retired_soldier_non_exempt,2,explicit_value,original,2024-03-21,false,,2,SRC-HFNU-2024-ZC,"{""row_key"":""经济统计学"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-1e7741b7-8e48-5025-9699-b3d174ac6979,OFF-a16f69bd-4821-507f-b34c-12e9fe334e0e,registered_poor_family,10,explicit_value,original,2024-03-21,false,,10,SRC-HFNU-2024-ZC,"{""row_key"":""经济统计学"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-bd9120e1-a00c-506d-aa5d-12130f959726,OFF-b367c94d-0b02-55e7-b8ec-4af69600c0ee,total,120,explicit_value,original,2024-03-21,false,,120,SRC-HFNU-2024-ZC,"{""row_key"":""网络与新媒体"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-5401652a-47c2-5291-a501-0a2bb81ad450,OFF-b367c94d-0b02-55e7-b8ec-4af69600c0ee,retired_soldier_culture_exam_exempt,10,explicit_value,original,2024-03-21,false,,10,SRC-HFNU-2024-ZC,"{""row_key"":""网络与新媒体"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-713b2711-537e-5337-924d-6b46bec723fe,OFF-b367c94d-0b02-55e7-b8ec-4af69600c0ee,retired_soldier_non_exempt,2,explicit_value,original,2024-03-21,false,,2,SRC-HFNU-2024-ZC,"{""row_key"":""网络与新媒体"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-aa5a5fb6-703f-5341-9628-514cbf254a96,OFF-b367c94d-0b02-55e7-b8ec-4af69600c0ee,registered_poor_family,10,explicit_value,original,2024-03-21,false,,10,SRC-HFNU-2024-ZC,"{""row_key"":""网络与新媒体"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-c37877ec-fa85-59e2-8b63-e0c53cd2b67b,OFF-a02655f6-3bc4-5d92-b4ff-839b057ccd76,total,40,explicit_value,original,2024-03-21,false,,40,SRC-HFNU-2024-ZC,"{""row_key"":""网络工程"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-e3795b60-a728-5947-94c9-57b0ca585cfd,OFF-a02655f6-3bc4-5d92-b4ff-839b057ccd76,retired_soldier_culture_exam_exempt,3,explicit_value,original,2024-03-21,false,,3,SRC-HFNU-2024-ZC,"{""row_key"":""网络工程"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-e030e4c6-0bcc-5e6d-b456-636f4e5f8955,OFF-a02655f6-3bc4-5d92-b4ff-839b057ccd76,retired_soldier_non_exempt,1,explicit_value,original,2024-03-21,false,,1,SRC-HFNU-2024-ZC,"{""row_key"":""网络工程"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-e3f01cb1-1dea-5e95-9c42-a72e22e6b848,OFF-a02655f6-3bc4-5d92-b4ff-839b057ccd76,registered_poor_family,3,explicit_value,original,2024-03-21,false,,3,SRC-HFNU-2024-ZC,"{""row_key"":""网络工程"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-c1034b62-2db8-5692-9af6-42bcfc9ba0c3,OFF-a2cd907b-9534-5557-b5d6-8772a6e512c7,total,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""英语"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-d0606ab0-34d2-537a-a484-7d8964a5c82c,OFF-a2cd907b-9534-5557-b5d6-8772a6e512c7,retired_soldier_culture_exam_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""英语"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-b6f71cfe-ded8-50dd-a961-76899ab08579,OFF-a2cd907b-9534-5557-b5d6-8772a6e512c7,retired_soldier_non_exempt,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""英语"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-1acaf393-1754-53ce-b9ef-fab47850a8c8,OFF-a2cd907b-9534-5557-b5d6-8772a6e512c7,registered_poor_family,,blank_in_source,original,2024-03-22,false,,,SRC-AHNU-2024-ZC,"{""row_key"":""英语"",""section"":""招生专业计划"",""table"":""1.1 招生专业与计划"",""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-164a1edc-0a05-5ce3-bfa7-569125cdf408,OFF-68ee766e-a958-5e4d-908d-864ee94290aa,total,140,explicit_value,original,2024-03-21,false,,140,SRC-HFNU-2024-ZC,"{""row_key"":""药物制剂"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-b382c566-7693-5ccd-b522-dbd3d357b3d7,OFF-68ee766e-a958-5e4d-908d-864ee94290aa,retired_soldier_culture_exam_exempt,11,explicit_value,original,2024-03-21,false,,11,SRC-HFNU-2024-ZC,"{""row_key"":""药物制剂"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
PLAN-1b306d51-ecee-54a9-955d-2e361fe3b9d5,OFF-68ee766e-a958-5e4d-908d-864ee94290aa,retired_soldier_non_exempt,3,explicit_value,original,2024-03-21,false,,3,SRC-HFNU-2024-ZC,"{""row_key"":""药物制剂"",""section"":""招生专业计划"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1003/2715.htm""}"
