school_id,school_name_std,school_name_raw,school_nature,school_type,city,official_website,admission_website
HFNU,合肥师范学院,合肥师范学院,公办,普通本科,合肥市,https://www.hfnu.edu.cn/,https://zsb.hfnu.edu.cn/
