reference_book_id,program_year_id,subject_id,book_name,author,publisher,edition,isbn,source_id,source_locator
BOOK-73c766d1-8caa-5670-a31e-31b86e1b6752,PY-08a324b9-551b-5fed-b1f0-52e51932edf5,SUBJ-ee125cd5-c186-5634-a89b-cfb306ee74c3,新编数据结构习题与解析,李春葆、喻丹丹、曾平、曾慧编著,清华大学出版社,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":57,""row_key"":""数据科学与大数据技术|数据结构|新编数据结构习题与解析"",""section"":""参考书目""}"
BOOK-39b68543-df4a-5499-b388-18294b55b3ab,PY-e526e3b6-1188-52a6-b70e-683ba3c34f05,SUBJ-4c8d96e4-aca9-5a2b-9627-a8413f8122de,普通物理学,程守洙 江之永主编,高等教育出版社,第七版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":32,""row_key"":""新能源材料与器件|大学物理|普通物理学"",""section"":""参考书目""}"
BOOK-6f3698d9-8bdf-5f1e-8cd9-4f95af90794b,PY-7a968034-5eeb-5042-aef7-056e0711e7e5,SUBJ-4c8d96e4-aca9-5a2b-9627-a8413f8122de,普通物理学,程守洙 江之永主编,高等教育出版社,第七版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":32,""row_key"":""新能源材料与器件|大学物理|普通物理学"",""section"":""参考书目""}"
BOOK-e7d238b1-50bd-5b49-af77-9c9b5f1397b1,PY-b5d0d88d-6d2b-5d5c-b8fa-740cd91b914f,SUBJ-4c8d96e4-aca9-5a2b-9627-a8413f8122de,普通物理学,程守洙 江之永主编,高等教育出版社,第七版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":35,""row_key"":""新能源材料与器件|大学物理|普通物理学"",""section"":""参考书目""}"
BOOK-4457e9a9-e784-55d2-afba-404097fe72bc,PY-b5d0d88d-6d2b-5d5c-b8fa-740cd91b914f,SUBJ-dedd1bdc-f56a-52b9-8be2-d3449d5338a1,无机化学简明教程,天津大学,高等教育出版社,第一版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":32,""row_key"":""新能源材料与器件|无机化学|无机化学简明教程"",""section"":""参考书目""}"
BOOK-a681ba53-0fec-525d-9e06-a17425f6a4a3,PY-e526e3b6-1188-52a6-b70e-683ba3c34f05,SUBJ-dedd1bdc-f56a-52b9-8be2-d3449d5338a1,无机化学简明教程,天津大学,高等教育出版社,第一版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":30,""row_key"":""新能源材料与器件|无机化学|无机化学简明教程"",""section"":""参考书目""}"
BOOK-cd46ac0f-7276-5655-be58-7aab51c46f53,PY-7a968034-5eeb-5042-aef7-056e0711e7e5,SUBJ-dedd1bdc-f56a-52b9-8be2-d3449d5338a1,无机化学简明教程,天津大学,高等教育出版社,第一版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":30,""row_key"":""新能源材料与器件|无机化学|无机化学简明教程"",""section"":""参考书目""}"
BOOK-2bc05bd4-d571-5b51-aea8-c79aba5a367b,PY-a33a19d4-d78c-5342-be85-65c5a9660b96,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,插画设计,刘萍编著,西南大学出版社,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":22,""row_key"":""服装与服饰设计|插画设计|插画设计"",""section"":""参考书目""}"
BOOK-59cf8b9f-dd30-5b48-b92b-aafbc1929610,PY-fd171dae-68a8-5ede-ac54-96b4ca9d7bbd,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,插画设计,刘萍编著,西南大学出版社,,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":19,""row_key"":""服装与服饰设计|插画设计|插画设计"",""section"":""参考书目""}"
BOOK-84f7f799-6a6a-5df7-be92-f3a03e8aaeb5,PY-60caff45-1baa-561b-9abf-d569a2fab432,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,插画设计,刘萍编著,西南大学出版社,,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":19,""row_key"":""服装与服饰设计|插画设计|插画设计"",""section"":""参考书目""}"
BOOK-1495fa1b-bd5d-58ec-9ad0-2f22cd3b7cb6,PY-fd171dae-68a8-5ede-ac54-96b4ca9d7bbd,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,色彩表现,"刘雪花,蒋粤闽编著",华中科技大学出版社,,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":19,""row_key"":""服装与服饰设计|插画设计|色彩表现"",""section"":""参考书目""}"
BOOK-45eec236-3dcd-59d0-8b19-083e4abc4ce6,PY-60caff45-1baa-561b-9abf-d569a2fab432,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,色彩表现,"刘雪花,蒋粤闽编著",华中科技大学出版社,,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":19,""row_key"":""服装与服饰设计|插画设计|色彩表现"",""section"":""参考书目""}"
BOOK-7ef13c58-00f9-5c8f-ac3f-626ef9accf24,PY-a33a19d4-d78c-5342-be85-65c5a9660b96,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,色彩表现,"刘雪花,蒋粤闽编著",华中科技大学出版社,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":22,""row_key"":""服装与服饰设计|插画设计|色彩表现"",""section"":""参考书目""}"
BOOK-0cff948d-d962-5671-a76e-8c008bedc7f5,PY-fd171dae-68a8-5ede-ac54-96b4ca9d7bbd,SUBJ-88d1b877-d7e1-5b43-8383-45ccafde7590,速写,"王雷,宫丽慧,刘海静等编著",辽宁美术出版社,第一版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":19,""row_key"":""服装与服饰设计|人物速写|速写"",""section"":""参考书目""}"
BOOK-6179e30a-8ed1-580f-a244-d8227d8ee9e0,PY-60caff45-1baa-561b-9abf-d569a2fab432,SUBJ-88d1b877-d7e1-5b43-8383-45ccafde7590,速写,"王雷,宫丽慧,刘海静等编著",辽宁美术出版社,第一版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":19,""row_key"":""服装与服饰设计|人物速写|速写"",""section"":""参考书目""}"
BOOK-61c5dc36-1f1f-59ce-bbc1-5864cd8f0b74,PY-a33a19d4-d78c-5342-be85-65c5a9660b96,SUBJ-88d1b877-d7e1-5b43-8383-45ccafde7590,速写,"王雷,宫丽慧,刘海静等编著",辽宁美术出版社,第一版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":22,""row_key"":""服装与服饰设计|人物速写|速写"",""section"":""参考书目""}"
BOOK-94c7eb72-903d-5c61-b564-58a6ad567cb9,PY-3a2cd018-7f77-5bc5-9f9c-a1c016453ac4,SUBJ-4c8d96e4-aca9-5a2b-9627-a8413f8122de,普通物理学,程守洙 江之永主编,高等教育出版社,第七版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":35,""row_key"":""材料科学与工程|大学物理|普通物理学"",""section"":""参考书目""}"
BOOK-086dfa4c-404c-5cb7-96db-9e488f76f024,PY-3a2cd018-7f77-5bc5-9f9c-a1c016453ac4,SUBJ-dedd1bdc-f56a-52b9-8be2-d3449d5338a1,无机化学简明教程,天津大学,高等教育出版社,第一版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":32,""row_key"":""材料科学与工程|无机化学|无机化学简明教程"",""section"":""参考书目""}"
BOOK-231291a3-06dc-584c-934c-1075f1c12a03,PY-cce1b798-d909-5e3a-8e03-49751024827c,SUBJ-1c3ae097-7035-5332-8158-78a17463b465,建筑速写,杜鹏、刘庆慧、王炼等编著,清华大学出版社,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":23,""row_key"":""环境设计|建筑速写|建筑速写"",""section"":""参考书目""}"
BOOK-661b8d48-2bd3-58a9-8f11-c7584d67dcb0,PY-c3f5b3c6-1c16-5568-bd01-f6789ac17ca0,SUBJ-1c3ae097-7035-5332-8158-78a17463b465,建筑速写,杜鹏、刘庆慧、王炼等编著,清华大学出版社,,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":20,""row_key"":""环境设计|建筑速写|建筑速写"",""section"":""参考书目""}"
BOOK-854546a0-34ab-575e-8e2c-d3c41b19d696,PY-b1bb3b4d-f0ad-5ca6-b6da-6c1f7b1ba18d,SUBJ-1c3ae097-7035-5332-8158-78a17463b465,建筑速写,杜鹏、刘庆慧、王炼等编著,清华大学出版社,,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":20,""row_key"":""环境设计|建筑速写|建筑速写"",""section"":""参考书目""}"
BOOK-34f18901-b7f5-529c-90a4-74c1644b9513,PY-c3f5b3c6-1c16-5568-bd01-f6789ac17ca0,SUBJ-79f29a13-1d52-50f7-b94f-a4a47fddc19b,室内设计手绘技法与快题表现,曾添编著,人民邮电出版社,第2版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":20,""row_key"":""环境设计|室内设计表现|室内设计手绘技法与快题表现"",""section"":""参考书目""}"
BOOK-4325b94e-c8bb-5a7b-8b67-c4a4f3bed049,PY-b1bb3b4d-f0ad-5ca6-b6da-6c1f7b1ba18d,SUBJ-79f29a13-1d52-50f7-b94f-a4a47fddc19b,室内设计手绘技法与快题表现,曾添编著,人民邮电出版社,第2版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":20,""row_key"":""环境设计|室内设计表现|室内设计手绘技法与快题表现"",""section"":""参考书目""}"
BOOK-7a114968-0fea-5676-9e5f-c637c7d30e9a,PY-cce1b798-d909-5e3a-8e03-49751024827c,SUBJ-79f29a13-1d52-50f7-b94f-a4a47fddc19b,室内设计手绘技法与快题表现,曾添编著,人民邮电出版社,第2版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":23,""row_key"":""环境设计|室内设计表现|室内设计手绘技法与快题表现"",""section"":""参考书目""}"
BOOK-45ece049-88bc-58b0-999b-b8aba199e920,PY-cce1b798-d909-5e3a-8e03-49751024827c,SUBJ-79f29a13-1d52-50f7-b94f-a4a47fddc19b,色彩表现,"刘雪花,蒋粤闽编著",华中科技大学出版社,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":23,""row_key"":""环境设计|室内设计表现|色彩表现"",""section"":""参考书目""}"
BOOK-b69fcc38-869d-5bee-b2f5-ea5bbeccfd77,PY-b1bb3b4d-f0ad-5ca6-b6da-6c1f7b1ba18d,SUBJ-79f29a13-1d52-50f7-b94f-a4a47fddc19b,色彩表现,"刘雪花,蒋粤闽编著",华中科技大学出版社,,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":20,""row_key"":""环境设计|室内设计表现|色彩表现"",""section"":""参考书目""}"
BOOK-dcee36c7-59b8-5806-b48b-dfe29dbe0c7e,PY-c3f5b3c6-1c16-5568-bd01-f6789ac17ca0,SUBJ-79f29a13-1d52-50f7-b94f-a4a47fddc19b,色彩表现,"刘雪花,蒋粤闽编著",华中科技大学出版社,,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":20,""row_key"":""环境设计|室内设计表现|色彩表现"",""section"":""参考书目""}"
BOOK-16540426-6694-57c4-be09-e13e84d99f0e,PY-383f6bf8-4300-552c-9214-286c5ae05e4c,SUBJ-512487a4-1606-5a3e-bbb4-aaa0090673b5,生物化学简明教程,魏民主编,高等教育出版社,第六版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":62,""row_key"":""生物制药|生物化学|生物化学简明教程"",""section"":""参考书目""}"
BOOK-da35e6b2-0b54-54e6-a60e-058680d7db8b,PY-b7c7f69a-06d9-5e7c-a417-8fd3b0b85b36,SUBJ-512487a4-1606-5a3e-bbb4-aaa0090673b5,生物化学简明教程,魏民主编,高等教育出版社,第六版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":44,""row_key"":""生物制药|生物化学|生物化学简明教程"",""section"":""参考书目""}"
BOOK-fff93b6d-f785-501d-a909-cf0a95747e3a,PY-72444f87-2128-5e58-83db-9ee54057b81a,SUBJ-512487a4-1606-5a3e-bbb4-aaa0090673b5,生物化学简明教程,魏民主编,高等教育出版社,第六版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":45,""row_key"":""生物制药|生物化学|生物化学简明教程"",""section"":""参考书目""}"
BOOK-6d586927-1c2e-5e98-90d9-c28b966bf39e,PY-383f6bf8-4300-552c-9214-286c5ae05e4c,SUBJ-e954d6b6-e336-5243-997a-401c8e1fec54,微生物学教程,周德庆编,高等教育出版社,第四版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":62,""row_key"":""生物制药|微生物学|微生物学教程"",""section"":""参考书目""}"
BOOK-740f979c-fc89-577d-8734-bf6c813b0817,PY-b7c7f69a-06d9-5e7c-a417-8fd3b0b85b36,SUBJ-e954d6b6-e336-5243-997a-401c8e1fec54,微生物学教程,周德庆编,高等教育出版社,第四版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":44,""row_key"":""生物制药|微生物学|微生物学教程"",""section"":""参考书目""}"
BOOK-fb1c2990-378a-56d8-922f-9c29a9942a1e,PY-72444f87-2128-5e58-83db-9ee54057b81a,SUBJ-e954d6b6-e336-5243-997a-401c8e1fec54,微生物学教程,周德庆编,高等教育出版社,第四版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":45,""row_key"":""生物制药|微生物学|微生物学教程"",""section"":""参考书目""}"
BOOK-74ab7e17-2831-5b76-912b-6a0ada9e6e24,PY-8f722ade-092f-590b-8634-064fa7db4652,SUBJ-0210da2c-c125-5f19-9416-37fce69429c7,数字电子技术基础,"阎石,王红编著",高等教育出版社,第六版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":38,""row_key"":""电子信息工程|数字电子技术基础|数字电子技术基础"",""section"":""参考书目""}"
BOOK-8b36bbef-71dd-55ab-8e5d-6df9d743ff93,PY-aa1faa30-f529-5015-9edb-8acae4bb9ff7,SUBJ-0210da2c-c125-5f19-9416-37fce69429c7,数字电子技术基础,"阎石,王红编著",高等教育出版社,第六版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":39,""row_key"":""电子信息工程|数字电子技术基础|数字电子技术基础"",""section"":""参考书目""}"
BOOK-ca9ffe20-1adc-53be-907b-906cbc35d1e8,PY-efd03451-30c9-5a3b-a3c0-c025f88814d9,SUBJ-0210da2c-c125-5f19-9416-37fce69429c7,数字电子技术基础,阎石 王红编著,高等教育出版社,第六版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":43,""row_key"":""电子信息工程|数字电子技术基础|数字电子技术基础"",""section"":""参考书目""}"
BOOK-0f0cf204-118c-52f9-a30f-b5560900e4d4,PY-efd03451-30c9-5a3b-a3c0-c025f88814d9,SUBJ-17c29bcb-031b-5886-9ae6-dbda71e015ef,电路,邱关源,高等教育出版社,第五版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":43,""row_key"":""电子信息工程|电路分析基础|电路"",""section"":""参考书目""}"
BOOK-2c9066f3-cd32-500a-a555-76441b2e5f9b,PY-aa1faa30-f529-5015-9edb-8acae4bb9ff7,SUBJ-17c29bcb-031b-5886-9ae6-dbda71e015ef,电路,邱关源,高等教育出版社,第五版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":39,""row_key"":""电子信息工程|电路分析基础|电路"",""section"":""参考书目""}"
BOOK-aedd570d-3b34-57e6-8ed2-8c474c1bdbc0,PY-8f722ade-092f-590b-8634-064fa7db4652,SUBJ-17c29bcb-031b-5886-9ae6-dbda71e015ef,电路,邱关源,高等教育出版社,第五版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":38,""row_key"":""电子信息工程|电路分析基础|电路"",""section"":""参考书目""}"
BOOK-1a567653-80a8-505f-aaa9-3ba512d7e503,PY-8f722ade-092f-590b-8634-064fa7db4652,SUBJ-17c29bcb-031b-5886-9ae6-dbda71e015ef,电路分析基础,,,,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":38,""row_key"":""电子信息工程|电路分析基础|电路分析基础"",""section"":""参考书目""}"
BOOK-21c158b6-91ee-5a40-80e1-ba18ea7a7276,PY-efd03451-30c9-5a3b-a3c0-c025f88814d9,SUBJ-17c29bcb-031b-5886-9ae6-dbda71e015ef,电路分析基础,,,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":43,""row_key"":""电子信息工程|电路分析基础|电路分析基础"",""section"":""参考书目""}"
BOOK-3b11e944-3dca-5c9b-b1ec-1f8b69c8fae0,PY-691b9e36-b4db-5629-a017-fb962d553e16,SUBJ-0210da2c-c125-5f19-9416-37fce69429c7,数字电子技术基础,"阎石,王红编著",高等教育出版社,第六版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":38,""row_key"":""电气工程及其自动化|数字电子技术基础|数字电子技术基础"",""section"":""参考书目""}"
BOOK-df5bf0af-f0bb-5bf6-ae01-8fcf514edcd7,PY-6937acb5-ca42-5874-90cd-3ff3eba3dff2,SUBJ-0210da2c-c125-5f19-9416-37fce69429c7,数字电子技术基础,"阎石,王红编著",高等教育出版社,第六版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":39,""row_key"":""电气工程及其自动化|数字电子技术基础|数字电子技术基础"",""section"":""参考书目""}"
BOOK-0915494f-a4cc-5083-a961-45c53d987c7e,PY-6937acb5-ca42-5874-90cd-3ff3eba3dff2,SUBJ-17c29bcb-031b-5886-9ae6-dbda71e015ef,电路,邱关源,高等教育出版社,第五版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":39,""row_key"":""电气工程及其自动化|电路分析基础|电路"",""section"":""参考书目""}"
BOOK-0b9c74a2-049b-5ef6-ba19-d3e7cf3eca97,PY-691b9e36-b4db-5629-a017-fb962d553e16,SUBJ-17c29bcb-031b-5886-9ae6-dbda71e015ef,电路,邱关源,高等教育出版社,第五版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":38,""row_key"":""电气工程及其自动化|电路分析基础|电路"",""section"":""参考书目""}"
BOOK-2c6e627f-149b-51b7-956a-d27c59216170,PY-faa4df75-4caa-5caa-afbc-83d5d9f96562,SUBJ-17c29bcb-031b-5886-9ae6-dbda71e015ef,电路,邱关源,高等教育出版社,第五版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":53,""row_key"":""电气工程及其自动化|电路分析基础|电路"",""section"":""参考书目""}"
BOOK-57a09ee6-a53c-56b4-a090-985e931e8823,PY-691b9e36-b4db-5629-a017-fb962d553e16,SUBJ-17c29bcb-031b-5886-9ae6-dbda71e015ef,电路分析基础,,,,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":38,""row_key"":""电气工程及其自动化|电路分析基础|电路分析基础"",""section"":""参考书目""}"
BOOK-b33fc819-8b74-5630-b7c5-3c4b93cc198d,PY-faa4df75-4caa-5caa-afbc-83d5d9f96562,SUBJ-17c29bcb-031b-5886-9ae6-dbda71e015ef,电路分析基础,,,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":53,""row_key"":""电气工程及其自动化|电路分析基础|电路分析基础"",""section"":""参考书目""}"
BOOK-9517b62a-c868-527d-a330-f00dca276659,PY-faa4df75-4caa-5caa-afbc-83d5d9f96562,SUBJ-4aee3f17-a7f7-5623-924a-9ac52a52a137,自动控制原理,胡寿松主编,科学出版社,第六版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":53,""row_key"":""电气工程及其自动化|自动控制原理|自动控制原理"",""section"":""参考书目""}"
BOOK-1eff42f1-2c62-5ef2-a0cf-2314028fe8cd,PY-faa4df75-4caa-5caa-afbc-83d5d9f96562,SUBJ-4aee3f17-a7f7-5623-924a-9ac52a52a137,自动控制原理与系统,孔凡才、陈渝光主编,机械工业出版社,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":53,""row_key"":""电气工程及其自动化|自动控制原理|自动控制原理与系统"",""section"":""参考书目""}"
BOOK-0f74eba7-96f9-57d7-8555-b1ea20b55947,PY-ef3ba7ca-8a35-567d-8e9b-5e9db870845d,SUBJ-64f42f8f-5b59-5019-bd92-5772473a7077,经济统计学,"王莹,徐颖,王军",机械工业出版社,第2版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":38,""row_key"":""经济统计学|统计学|经济统计学"",""section"":""参考书目""}"
BOOK-5b52cd99-0132-5739-be27-ffad34b6af6b,PY-9bf379f6-526f-5941-957a-024bcf12b06d,SUBJ-64f42f8f-5b59-5019-bd92-5772473a7077,经济统计学,"王莹,徐颖,王军",机械工业出版社,第2版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":34,""row_key"":""经济统计学|统计学|经济统计学"",""section"":""参考书目""}"
BOOK-8f10a2a5-b154-5c48-8d7e-2d0768ee4f91,PY-9588e29a-fc4b-56f5-afc2-96068ab69be2,SUBJ-64f42f8f-5b59-5019-bd92-5772473a7077,经济统计学,"王莹,徐颖,王军",机械工业出版社,第2版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":34,""row_key"":""经济统计学|统计学|经济统计学"",""section"":""参考书目""}"
BOOK-01abc331-6302-57f8-98a0-b68425a7a98b,PY-9588e29a-fc4b-56f5-afc2-96068ab69be2,SUBJ-7c29394f-52b0-5931-b0b3-625d7861212e,西方经济学,马工程西方经济学编写组,高等教育出版社,第二版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":34,""row_key"":""经济统计学|微观经济学|西方经济学"",""section"":""参考书目""}"
BOOK-6c334ba0-1e40-52b1-8288-16e6c6dfe3d1,PY-9bf379f6-526f-5941-957a-024bcf12b06d,SUBJ-7c29394f-52b0-5931-b0b3-625d7861212e,西方经济学,马工程西方经济学编写组,高等教育出版社,第二版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":34,""row_key"":""经济统计学|微观经济学|西方经济学"",""section"":""参考书目""}"
BOOK-c0bfe779-a2f4-5ea3-ba18-529dda9dd279,PY-ef3ba7ca-8a35-567d-8e9b-5e9db870845d,SUBJ-7c29394f-52b0-5931-b0b3-625d7861212e,西方经济学,马工程西方经济学编写组,高等教育出版社,第二版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":38,""row_key"":""经济统计学|微观经济学|西方经济学"",""section"":""参考书目""}"
BOOK-c9775388-4db3-53c8-9372-be44ee01dc91,PY-99def49b-49c6-5585-b556-8fa88db18d63,SUBJ-8e5385a1-a7b4-505d-bf4c-ae5ee1a19c1e,新闻学概论,李良荣著,复旦大学出版社,第六版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":17,""row_key"":""网络与新媒体|新闻学概论|新闻学概论"",""section"":""参考书目""}"
BOOK-3cd50f8c-75b7-576b-b00f-14cc9fb7a90b,PY-db22c94f-7384-5d9f-8d28-d9d914655409,SUBJ-8e5385a1-a7b4-505d-bf4c-ae5ee1a19c1e,新闻学概论(第六版),李良荣著,复旦大学出版社,第六版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":15,""row_key"":""网络与新媒体|新闻学概论|新闻学概论(第六版)"",""section"":""参考书目""}"
BOOK-dfec2ea0-8d2d-5e01-9c63-bbf353ac7d4a,PY-125c9ba1-90b1-5498-90cf-45e18962351f,SUBJ-8e5385a1-a7b4-505d-bf4c-ae5ee1a19c1e,新闻学概论(第六版),李良荣著,复旦大学出版社,第六版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":15,""row_key"":""网络与新媒体|新闻学概论|新闻学概论(第六版)"",""section"":""参考书目""}"
BOOK-b8fc62a0-5608-5ccd-b3f3-7124968c7433,PY-99def49b-49c6-5585-b556-8fa88db18d63,SUBJ-e352e919-c275-52bb-b3f8-63af79d9e8aa,传播学概论 (第二版),郭庆光著,中国人民大学出版社,第二版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":17,""row_key"":""网络与新媒体|传播学概论|传播学概论 (第二版)"",""section"":""参考书目""}"
BOOK-0a54cf2b-3cf3-53e0-973f-09bf33c030b4,PY-db22c94f-7384-5d9f-8d28-d9d914655409,SUBJ-e352e919-c275-52bb-b3f8-63af79d9e8aa,传播学概论(第二版),郭庆光著,中国人民大学出版社,第二版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":15,""row_key"":""网络与新媒体|传播学概论|传播学概论(第二版)"",""section"":""参考书目""}"
BOOK-3a46c779-c09e-5ae0-8109-e49b19d940e1,PY-125c9ba1-90b1-5498-90cf-45e18962351f,SUBJ-e352e919-c275-52bb-b3f8-63af79d9e8aa,传播学概论(第二版),郭庆光著,中国人民大学出版社,第二版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":15,""row_key"":""网络与新媒体|传播学概论|传播学概论(第二版)"",""section"":""参考书目""}"
BOOK-60d436cb-6a0d-537b-abaf-d7a0ca4b825a,PY-4420be4a-c3a7-513d-8208-0de118ed05c0,SUBJ-1187ecff-f02c-5290-8d46-b7a9749ff165,C 语言程序设计,苏小红等编著,高等教育出版社,第4版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":56,""row_key"":""网络工程|C语言程序设计|C 语言程序设计"",""section"":""参考书目""}"
