reference_book_id,program_year_id,subject_id,book_name,author,publisher,edition,isbn,source_id,source_locator
BOOK-1ae18154-22cb-5c71-976a-d0c76f6882ac,PY-8d4db694-460f-585a-afa0-c07735ec3f07,SUBJ-7c29394f-52b0-5931-b0b3-625d7861212e,西方经济学,,高等教育出版社,,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":11,""row_key"":""互联网金融|微观经济学|西方经济学"",""section"":""参考书目""}"
BOOK-27263b30-9f25-561c-a636-b17d18f4057c,PY-b8d32ee2-1f35-5e7c-9e2d-8f37ad59d33b,SUBJ-7c29394f-52b0-5931-b0b3-625d7861212e,西方经济学,,高等教育出版社,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":13,""row_key"":""互联网金融|微观经济学|西方经济学"",""section"":""参考书目""}"
BOOK-76e20556-1c4b-515a-9501-6c2253bf989e,PY-b6e23825-5ec0-5a03-a13e-66e5625a377d,SUBJ-7c29394f-52b0-5931-b0b3-625d7861212e,西方经济学,,高等教育出版社,,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":11,""row_key"":""互联网金融|微观经济学|西方经济学"",""section"":""参考书目""}"
BOOK-110836db-74b3-5f0b-9e29-f2b5eece7aaf,PY-b8d32ee2-1f35-5e7c-9e2d-8f37ad59d33b,SUBJ-be5405f8-d905-514f-8b29-cc10f36c78ef,基础会计,张凤明、唐淑文编著,立信会计出版社,第1版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":13,""row_key"":""互联网金融|会计学原理|基础会计"",""section"":""参考书目""}"
BOOK-8c0b90f0-a6c0-5df7-85ab-0f930f754cf2,PY-b6e23825-5ec0-5a03-a13e-66e5625a377d,SUBJ-be5405f8-d905-514f-8b29-cc10f36c78ef,基础会计,张凤明、唐淑文编著,立信会计出版社,第一版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":11,""row_key"":""互联网金融|会计学原理|基础会计"",""section"":""参考书目""}"
BOOK-bf50f709-7bcd-5186-b570-4b12841f3df4,PY-8d4db694-460f-585a-afa0-c07735ec3f07,SUBJ-be5405f8-d905-514f-8b29-cc10f36c78ef,基础会计,张凤明、唐淑文编著,立信会计出版社,第1版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":11,""row_key"":""互联网金融|会计学原理|基础会计"",""section"":""参考书目""}"
BOOK-0d787b50-8641-52bb-8380-c2ce292e1869,PY-a30adc34-ff19-5174-9c16-8a24ba99e9d0,SUBJ-225d4839-edc0-58f4-a894-f24182a6ca56,管理学原理,"王光健,胡友宇,石媚山",中国人民大学出版社,第二版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":8,""row_key"":""人力资源管理|管理学原理|管理学原理"",""section"":""参考书目""}"
BOOK-c92b7563-0329-527e-8c4f-adc4f5ca4c92,PY-d3e1e604-5dfe-5940-9aac-c7ed5481a96b,SUBJ-225d4839-edc0-58f4-a894-f24182a6ca56,管理学原理,"王光健,胡友宇,石媚山",中国人民大学出版社,第二版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":9,""row_key"":""人力资源管理|管理学原理|管理学原理"",""section"":""参考书目""}"
BOOK-d1859ac4-d7e4-51fa-b2ab-4e99585162cf,PY-955dc40b-8141-5590-86cf-1af86a0004ff,SUBJ-225d4839-edc0-58f4-a894-f24182a6ca56,管理学原理,"王光健,胡友宇,石媚山",中国人民大学出版社,第二版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":8,""row_key"":""人力资源管理|管理学原理|管理学原理"",""section"":""参考书目""}"
BOOK-24d706ec-cb16-5526-b3a2-7f908cc7b034,PY-955dc40b-8141-5590-86cf-1af86a0004ff,SUBJ-be5405f8-d905-514f-8b29-cc10f36c78ef,基础会计,张凤明、唐淑文编著,立信会计出版社,第1版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":8,""row_key"":""人力资源管理|会计学原理|基础会计"",""section"":""参考书目""}"
BOOK-291a3e2a-912e-5771-a616-3340b63f43a7,PY-a30adc34-ff19-5174-9c16-8a24ba99e9d0,SUBJ-be5405f8-d905-514f-8b29-cc10f36c78ef,基础会计,张凤明、唐淑文编著,立信会计出版社,第一版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":8,""row_key"":""人力资源管理|会计学原理|基础会计"",""section"":""参考书目""}"
BOOK-536852ce-b0da-58e9-8d11-8458960db6fb,PY-d3e1e604-5dfe-5940-9aac-c7ed5481a96b,SUBJ-be5405f8-d905-514f-8b29-cc10f36c78ef,基础会计,张凤明、唐淑文编著,立信会计出版社,第1版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":9,""row_key"":""人力资源管理|会计学原理|基础会计"",""section"":""参考书目""}"
BOOK-75c7c9cf-36a2-57af-85d8-4ef88b2868a2,PY-dd8c6616-cd6a-5b67-8db5-f4954648d30c,SUBJ-af265a9a-3576-5139-8e32-0df76de6f524,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":29,""row_key"":""制药工程|基础无机化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
BOOK-b1496459-4cf7-50a5-b67e-da14612b359f,PY-4467374a-02cd-5f46-9d4b-72991146ebec,SUBJ-af265a9a-3576-5139-8e32-0df76de6f524,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":28,""row_key"":""制药工程|基础无机化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
BOOK-08814151-da13-51bb-8ae6-1498355a62d8,PY-dd8c6616-cd6a-5b67-8db5-f4954648d30c,SUBJ-f064f3e9-8008-5e68-86f5-1e55c4ebf102,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":29,""row_key"":""制药工程|基础分析化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
BOOK-952a8b40-0f01-50e5-9d3c-9dbbccc1b810,PY-4467374a-02cd-5f46-9d4b-72991146ebec,SUBJ-f064f3e9-8008-5e68-86f5-1e55c4ebf102,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":28,""row_key"":""制药工程|基础分析化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
BOOK-5e4e8234-a393-513f-a29d-894c37a47561,PY-e900d1c0-2088-5eb2-83aa-8405a19a7a2a,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,插画设计,刘萍编著,西南大学出版社,,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":19,""row_key"":""动画|插画设计|插画设计"",""section"":""参考书目""}"
BOOK-7bb4b1f3-cc04-5671-bb54-cd73246105f2,PY-0dda5750-aa2b-5acf-a690-df0272bf97ba,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,插画设计,刘萍编著,西南大学出版社,,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":19,""row_key"":""动画|插画设计|插画设计"",""section"":""参考书目""}"
BOOK-a1d51b8c-903d-5732-8e68-1431b4e1e341,PY-9d21463d-ba3d-5383-9ec8-cb2b45d8c4fe,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,插画设计,刘萍编著,西南大学出版社,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":22,""row_key"":""动画|插画设计|插画设计"",""section"":""参考书目""}"
BOOK-21360f4f-7247-5bfc-81cd-e4d08cad2971,PY-0dda5750-aa2b-5acf-a690-df0272bf97ba,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,色彩表现,"刘雪花,蒋粤闽编著",华中科技大学出版社,,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":19,""row_key"":""动画|插画设计|色彩表现"",""section"":""参考书目""}"
BOOK-70ec8d8b-1779-5580-bce0-8dc12870ed18,PY-e900d1c0-2088-5eb2-83aa-8405a19a7a2a,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,色彩表现,"刘雪花,蒋粤闽编著",华中科技大学出版社,,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":19,""row_key"":""动画|插画设计|色彩表现"",""section"":""参考书目""}"
BOOK-b971135c-b6d4-5d72-a719-d686cf5a843a,PY-9d21463d-ba3d-5383-9ec8-cb2b45d8c4fe,SUBJ-01918fe9-ba7a-5bb6-81c1-08ef3a02dec6,色彩表现,"刘雪花,蒋粤闽编著",华中科技大学出版社,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":22,""row_key"":""动画|插画设计|色彩表现"",""section"":""参考书目""}"
BOOK-a578d6ea-8ea5-5a0e-a8f3-ea4b6459ebd5,PY-9d21463d-ba3d-5383-9ec8-cb2b45d8c4fe,SUBJ-88d1b877-d7e1-5b43-8383-45ccafde7590,速写,"王雷,宫丽慧,刘海静等编著",辽宁美术出版社,第一版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":22,""row_key"":""动画|人物速写|速写"",""section"":""参考书目""}"
BOOK-d27524bb-77fa-5b26-9d97-dc1559c91b2b,PY-0dda5750-aa2b-5acf-a690-df0272bf97ba,SUBJ-88d1b877-d7e1-5b43-8383-45ccafde7590,速写,"王雷,宫丽慧,刘海静等编著",辽宁美术出版社,第一版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":19,""row_key"":""动画|人物速写|速写"",""section"":""参考书目""}"
BOOK-dd067a5a-1537-57f2-8095-34e258508ed9,PY-e900d1c0-2088-5eb2-83aa-8405a19a7a2a,SUBJ-88d1b877-d7e1-5b43-8383-45ccafde7590,速写,"王雷,宫丽慧,刘海静等编著",辽宁美术出版社,第一版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":19,""row_key"":""动画|人物速写|速写"",""section"":""参考书目""}"
BOOK-3904595e-89a8-51e2-9938-2be5bb2b0bc0,PY-2029e048-dd76-568e-ae02-6dc93298c7b3,SUBJ-af265a9a-3576-5139-8e32-0df76de6f524,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":28,""row_key"":""化学工程与工艺|基础无机化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
BOOK-84740450-c1cb-5021-9bca-ec691b09ceba,PY-185d8434-ad71-5d84-adff-537a7fe42fd8,SUBJ-af265a9a-3576-5139-8e32-0df76de6f524,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":29,""row_key"":""化学工程与工艺|基础无机化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
BOOK-eb356213-6e6b-5ee0-bc5d-47e917df9161,PY-ed1ef6fc-7ce4-50d1-ba14-9a1e1339c1ba,SUBJ-af265a9a-3576-5139-8e32-0df76de6f524,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":28,""row_key"":""化学工程与工艺|基础无机化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
BOOK-7109a621-84e9-5db2-a2e8-842562924b50,PY-ed1ef6fc-7ce4-50d1-ba14-9a1e1339c1ba,SUBJ-f064f3e9-8008-5e68-86f5-1e55c4ebf102,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":28,""row_key"":""化学工程与工艺|基础分析化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
BOOK-cd274631-ab30-53f8-a2ee-4c905b69fff7,PY-185d8434-ad71-5d84-adff-537a7fe42fd8,SUBJ-f064f3e9-8008-5e68-86f5-1e55c4ebf102,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":29,""row_key"":""化学工程与工艺|基础分析化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
BOOK-e516fe12-c6e2-5038-a65c-749a44c219d5,PY-2029e048-dd76-568e-ae02-6dc93298c7b3,SUBJ-f064f3e9-8008-5e68-86f5-1e55c4ebf102,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":28,""row_key"":""化学工程与工艺|基础分析化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
BOOK-0ec67acc-68cc-5efe-b170-47d6b611c738,PY-2c4bd8ce-35e9-594f-a938-a656aa703f5a,SUBJ-75b484f9-a807-5e17-bbfd-039deebf492a,商务英语综合教程 1,孙志农,安徽大学出版社,第1版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":21,""row_key"":""商务英语|综合商务英语|商务英语综合教程 1"",""section"":""参考书目""}"
BOOK-6ed722d4-4fcd-5aa9-9214-43821828c329,PY-db7e9bd8-c8f9-53e8-82d9-50b849f6897b,SUBJ-75b484f9-a807-5e17-bbfd-039deebf492a,商务英语综合教程1,孙志农,安徽大学出版社,第1版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":18,""row_key"":""商务英语|综合商务英语|商务英语综合教程1"",""section"":""参考书目""}"
BOOK-bab83437-c686-5fc8-a6c9-8c0436ee0513,PY-7a2e109d-c876-5b2d-94b9-c09ea486f17a,SUBJ-75b484f9-a807-5e17-bbfd-039deebf492a,商务英语综合教程1,孙志农,安徽大学出版社,第1版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":18,""row_key"":""商务英语|综合商务英语|商务英语综合教程1"",""section"":""参考书目""}"
BOOK-2820cfe7-8ab1-5d99-95ab-29ad9db3188f,PY-db7e9bd8-c8f9-53e8-82d9-50b849f6897b,SUBJ-f99652b4-233b-513d-bfb1-921b9a24c570,导游业务,全国导游人员资格考试教材编写组,旅游教育出版社,第7版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":18,""row_key"":""商务英语|旅游与酒店管理|导游业务"",""section"":""参考书目""}"
BOOK-92797400-7030-5b6d-9b91-efcd40e11093,PY-2c4bd8ce-35e9-594f-a938-a656aa703f5a,SUBJ-f99652b4-233b-513d-bfb1-921b9a24c570,导游业务,全国导游人员资格考试教材编写组,旅游教育出版社,第7版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":21,""row_key"":""商务英语|旅游与酒店管理|导游业务"",""section"":""参考书目""}"
BOOK-df21ec03-3111-5185-b9c2-eb1f5a6be832,PY-7a2e109d-c876-5b2d-94b9-c09ea486f17a,SUBJ-f99652b4-233b-513d-bfb1-921b9a24c570,导游业务,全国导游人员资格考试教材编写组,旅游教育出版社,第7版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":18,""row_key"":""商务英语|旅游与酒店管理|导游业务"",""section"":""参考书目""}"
BOOK-01c445c5-13b1-564f-a566-8054b0b9a395,PY-db7e9bd8-c8f9-53e8-82d9-50b849f6897b,SUBJ-f99652b4-233b-513d-bfb1-921b9a24c570,酒店管理概论,魏卫,华中科技大学出版社,第1版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":18,""row_key"":""商务英语|旅游与酒店管理|酒店管理概论"",""section"":""参考书目""}"
BOOK-75985bc3-344a-5918-8b4e-df1b75d53631,PY-7a2e109d-c876-5b2d-94b9-c09ea486f17a,SUBJ-f99652b4-233b-513d-bfb1-921b9a24c570,酒店管理概论,魏卫,华中科技大学出版社,第1版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":18,""row_key"":""商务英语|旅游与酒店管理|酒店管理概论"",""section"":""参考书目""}"
BOOK-bfd030a7-0514-5f53-9f25-0525b13ab9d9,PY-2c4bd8ce-35e9-594f-a938-a656aa703f5a,SUBJ-f99652b4-233b-513d-bfb1-921b9a24c570,酒店管理概论,魏卫,华中科技大学出版社,第1版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":21,""row_key"":""商务英语|旅游与酒店管理|酒店管理概论"",""section"":""参考书目""}"
BOOK-1af3b7e5-92e5-504b-b238-9e9baaf53525,PY-ecc9e3b1-60b6-5dc5-9ff3-533e80878b24,SUBJ-02b2bcf6-0a2f-557b-a16f-927e9b10fb56,教育学原理,《教育学原理》编写组,高等教育出版社,,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":6,""row_key"":""学前教育|教育学|教育学原理"",""section"":""参考书目""}"
BOOK-7cf2c8f7-c4bc-5669-983a-c5915341933b,PY-72aaeb9a-a436-5a44-ab25-970dc0988dec,SUBJ-02b2bcf6-0a2f-557b-a16f-927e9b10fb56,教育学原理,《教育学原理》编写组,高等教育出版社,,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":6,""row_key"":""学前教育|教育学|教育学原理"",""section"":""参考书目""}"
BOOK-95f3b7fd-3a75-5920-ba9a-4c47b6fe0b67,PY-020af4f4-756d-52f1-bedf-da1fb4f791e3,SUBJ-02b2bcf6-0a2f-557b-a16f-927e9b10fb56,教育学原理,《教育学原理》编写组,高等教育出版社,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":6,""row_key"":""学前教育|教育学|教育学原理"",""section"":""参考书目""}"
BOOK-92ea9def-fed4-5db2-ae33-07255cd20895,PY-ecc9e3b1-60b6-5dc5-9ff3-533e80878b24,SUBJ-ce62e9a7-e2d2-5f09-b201-6cffb1f9685f,心理学,姚本先主编,高等教育出版社,第三版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":6,""row_key"":""学前教育|心理学|心理学"",""section"":""参考书目""}"
BOOK-cde67f40-1fde-5a4e-8abf-4515fac2afca,PY-72aaeb9a-a436-5a44-ab25-970dc0988dec,SUBJ-ce62e9a7-e2d2-5f09-b201-6cffb1f9685f,心理学,姚本先主编,高等教育出版社,第三版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":6,""row_key"":""学前教育|心理学|心理学"",""section"":""参考书目""}"
BOOK-ef554ed8-2969-5f63-9c1c-02b9c649fe3c,PY-020af4f4-756d-52f1-bedf-da1fb4f791e3,SUBJ-ce62e9a7-e2d2-5f09-b201-6cffb1f9685f,心理学,姚本先主编,高等教育出版社,第三版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":6,""row_key"":""学前教育|心理学|心理学"",""section"":""参考书目""}"
BOOK-31df1d62-7d12-5405-a469-8ec39b0411ea,PY-5f2479bd-6728-58a1-b12a-2bcf0d4b1d1e,SUBJ-02b2bcf6-0a2f-557b-a16f-927e9b10fb56,教育学原理,《教育学原理》编写组,高等教育出版社,,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":6,""row_key"":""小学教育|教育学|教育学原理"",""section"":""参考书目""}"
BOOK-4aa7d859-a5c0-5e5e-94fa-8bfb2244f79a,PY-6c06c71f-3a0c-540c-849d-0db19bc3a05c,SUBJ-02b2bcf6-0a2f-557b-a16f-927e9b10fb56,教育学原理,《教育学原理》编写组,高等教育出版社,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":6,""row_key"":""小学教育|教育学|教育学原理"",""section"":""参考书目""}"
BOOK-864e8eb1-f47c-5e74-8eea-e41d792817fc,PY-3a39de0e-93d9-5376-9e84-d126745d67a9,SUBJ-02b2bcf6-0a2f-557b-a16f-927e9b10fb56,教育学原理,《教育学原理》编写组,高等教育出版社,,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":6,""row_key"":""小学教育|教育学|教育学原理"",""section"":""参考书目""}"
BOOK-17405d59-ea4d-5006-97ed-e4f9b32937f4,PY-3a39de0e-93d9-5376-9e84-d126745d67a9,SUBJ-ce62e9a7-e2d2-5f09-b201-6cffb1f9685f,心理学,姚本先主编,高等教育出版社,第三版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":6,""row_key"":""小学教育|心理学|心理学"",""section"":""参考书目""}"
BOOK-271ae940-f98a-550a-ac2e-057a080cef10,PY-5f2479bd-6728-58a1-b12a-2bcf0d4b1d1e,SUBJ-ce62e9a7-e2d2-5f09-b201-6cffb1f9685f,心理学,姚本先主编,高等教育出版社,第三版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":6,""row_key"":""小学教育|心理学|心理学"",""section"":""参考书目""}"
BOOK-ba4b792e-4b17-53a4-a421-7a98bbcbde07,PY-6c06c71f-3a0c-540c-849d-0db19bc3a05c,SUBJ-ce62e9a7-e2d2-5f09-b201-6cffb1f9685f,心理学,姚本先主编,高等教育出版社,第三版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":6,""row_key"":""小学教育|心理学|心理学"",""section"":""参考书目""}"
BOOK-56851332-b472-52e6-b226-7b96cb93e814,PY-0aac3cd8-5c25-596e-9230-c0d6393c0806,SUBJ-225d4839-edc0-58f4-a894-f24182a6ca56,管理学原理,"王光健,胡友宇,石媚山",中国人民大学出版社,第二版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":8,""row_key"":""市场营销|管理学原理|管理学原理"",""section"":""参考书目""}"
BOOK-c63353f2-f167-52b0-baed-c396daa61f76,PY-2ea256ce-e1f9-511b-b897-0b35b9549b96,SUBJ-225d4839-edc0-58f4-a894-f24182a6ca56,管理学原理,"王光健,胡友宇,石媚山",中国人民大学出版社,第二版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":9,""row_key"":""市场营销|管理学原理|管理学原理"",""section"":""参考书目""}"
BOOK-f2b13410-9ca9-51db-86a3-b58f74d6e353,PY-c9b1de1d-1ce8-57a1-8bee-7eb6708ea2d0,SUBJ-225d4839-edc0-58f4-a894-f24182a6ca56,管理学原理,"王光健,胡友宇,石媚山",中国人民大学出版社,第二版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":8,""row_key"":""市场营销|管理学原理|管理学原理"",""section"":""参考书目""}"
BOOK-22b8f5fa-9e3d-5d29-a4d4-ff55654aa243,PY-0aac3cd8-5c25-596e-9230-c0d6393c0806,SUBJ-be5405f8-d905-514f-8b29-cc10f36c78ef,基础会计,张凤明、唐淑文编著,立信会计出版社,第一版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":8,""row_key"":""市场营销|会计学原理|基础会计"",""section"":""参考书目""}"
BOOK-a21dafcf-f8cc-541d-8843-2bb84d71e688,PY-c9b1de1d-1ce8-57a1-8bee-7eb6708ea2d0,SUBJ-be5405f8-d905-514f-8b29-cc10f36c78ef,基础会计,张凤明、唐淑文编著,立信会计出版社,第1版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":8,""row_key"":""市场营销|会计学原理|基础会计"",""section"":""参考书目""}"
BOOK-df6e8271-fcbd-5b70-aabb-d1964bf0b6d1,PY-2ea256ce-e1f9-511b-b897-0b35b9549b96,SUBJ-be5405f8-d905-514f-8b29-cc10f36c78ef,基础会计,张凤明、唐淑文编著,立信会计出版社,第1版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":9,""row_key"":""市场营销|会计学原理|基础会计"",""section"":""参考书目""}"
BOOK-09fc3bdc-3c93-52b5-b8a8-7b95d95813b3,PY-08a324b9-551b-5fed-b1f0-52e51932edf5,SUBJ-1187ecff-f02c-5290-8d46-b7a9749ff165,C 语言程序设计,苏小红等编著,高等教育出版社,第4版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":56,""row_key"":""数据科学与大数据技术|C语言程序设计|C 语言程序设计"",""section"":""参考书目""}"
BOOK-e3e229c3-3dfc-5106-bdd7-9a549a303a73,PY-6e7077e9-1f2b-5395-a3da-163433fa29e8,SUBJ-1187ecff-f02c-5290-8d46-b7a9749ff165,C语言程序设计,苏小红等编著,高等教育出版社,第4版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":40,""row_key"":""数据科学与大数据技术|C语言程序设计|C语言程序设计"",""section"":""参考书目""}"
BOOK-4ccd5f07-293b-5460-9828-45712abe2ce0,PY-08a324b9-551b-5fed-b1f0-52e51932edf5,SUBJ-ee125cd5-c186-5634-a89b-cfb306ee74c3,数据结构,严蔚敏、李冬梅、吴伟民编著,人民邮电出版社,第2版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":57,""row_key"":""数据科学与大数据技术|数据结构|数据结构"",""section"":""参考书目""}"
BOOK-b26b86ba-0ad5-59eb-b8c2-3801e5f69729,PY-6e7077e9-1f2b-5395-a3da-163433fa29e8,SUBJ-ee125cd5-c186-5634-a89b-cfb306ee74c3,数据结构,严蔚敏、李冬梅、吴伟民编著,人民邮电出版社,第2版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":41,""row_key"":""数据科学与大数据技术|数据结构|数据结构"",""section"":""参考书目""}"
BOOK-348d1420-5edc-5001-8e35-5150261f113e,PY-6e7077e9-1f2b-5395-a3da-163433fa29e8,SUBJ-ee125cd5-c186-5634-a89b-cfb306ee74c3,新编数据结构习题与解析,李春葆、喻丹丹、曾平、曾慧编著,清华大学出版社,,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":41,""row_key"":""数据科学与大数据技术|数据结构|新编数据结构习题与解析"",""section"":""参考书目""}"
