eligibility_rule_item_id,eligibility_rule_set_id,ordinal,scope_type,include_or_exclude,category_code,category_name_raw,major_code,major_name_raw,condition_raw
ELIGITEM-9039d8ac-0bc5-5acf-b67f-2da58fa01c51,ELIGSET-83b0f919-053d-5c43-b8e5-4d24ac6192f1,3,major_category,include,,能源动力与材料大类,,,
ELIGITEM-16817687-17c3-5f63-b2ac-001f545fad33,ELIGSET-83b0f919-053d-5c43-b8e5-4d24ac6192f1,4,major_category,include,,生物与化工大类,,,
ELIGITEM-f1989d13-4a51-56ce-af9f-adf4faca7ecb,ELIGSET-85c9cb2a-1009-522a-b902-50960d66f5a7,1,major_category,include,,文化艺术大类,,,
ELIGITEM-69ead721-8183-52d7-b0fd-c51f19609c52,ELIGSET-85c9cb2a-1009-522a-b902-50960d66f5a7,2,major_category,include,,教育与体育大类,,,限于美术教育、艺术教育2个专业
ELIGITEM-36f94cad-16c1-5f20-b08f-823d3e04227b,ELIGSET-85c9cb2a-1009-522a-b902-50960d66f5a7,3,major_category,include,,电子与信息大类,,,限于数字媒体技术、动漫制作技术、动漫设计与制作3个专业
ELIGITEM-b57efd38-48d0-5e5f-ab1b-6034914798f9,ELIGSET-85c9cb2a-1009-522a-b902-50960d66f5a7,4,major_category,include,,轻工纺织大类,,,限于印刷类所包含专业
ELIGITEM-e551813e-d4e5-5893-965d-584c32c924ce,ELIGSET-8deb50f7-b58f-5dd7-9047-a07dd5d23ff9,1,major_category,include,,文化艺术大类,,,
ELIGITEM-4406f753-59e1-5fc1-ad14-9800a9370970,ELIGSET-8deb50f7-b58f-5dd7-9047-a07dd5d23ff9,2,major_category,include,,教育与体育大类,,,限于美术教育、艺术教育2个专业
ELIGITEM-a6d9c547-aff9-59b1-8d34-99462c8f23dd,ELIGSET-8deb50f7-b58f-5dd7-9047-a07dd5d23ff9,3,major_category,include,,电子与信息大类,,,限于数字媒体技术、动漫制作技术、动漫设计与制作3个专业
ELIGITEM-c2557431-fc90-54e0-86ea-56923a72c40a,ELIGSET-8deb50f7-b58f-5dd7-9047-a07dd5d23ff9,4,major_category,include,,轻工纺织大类,,,限于印刷类所包含专业
ELIGITEM-ae75ed5f-4eae-5d92-9ae2-f758ece59fd0,ELIGSET-8edcb0fd-4827-56d4-b749-15e33c0271ee,1,major_category,include,,电子与信息大类,,,
ELIGITEM-e264903c-4fae-5a0e-87df-b8382cc5ba89,ELIGSET-8edcb0fd-4827-56d4-b749-15e33c0271ee,2,major_category,include,,装备制造大类,,,
ELIGITEM-694571f1-212a-5298-9197-7b4a1814761c,ELIGSET-8edcb0fd-4827-56d4-b749-15e33c0271ee,3,major_category,include,,交通运输大类,,,
ELIGITEM-60cb0ac0-1f19-5ef2-a9ec-8e56e4e08816,ELIGSET-8edcb0fd-4827-56d4-b749-15e33c0271ee,4,major_category,include,,财经商贸大类,,,
ELIGITEM-711b65b1-1012-5edc-8fe5-c0120f26d982,ELIGSET-90f63b40-ea6f-544c-86d2-a54295105ef1,1,major_category,include,,文化艺术大类,,,
ELIGITEM-b3401924-adfa-5e11-bc84-0ae5fbac9844,ELIGSET-90f63b40-ea6f-544c-86d2-a54295105ef1,2,major_category,include,,教育与体育大类,,,限于美术教育、艺术教育2个专业
ELIGITEM-5ea0c837-44ca-5341-b4df-853ff24596f4,ELIGSET-90f63b40-ea6f-544c-86d2-a54295105ef1,3,major_category,include,,电子与信息大类,,,限于数字媒体技术、动漫制作技术、动漫设计与制作3个专业
ELIGITEM-cee751ca-94a2-5ce9-bfce-f4f4a7248ed2,ELIGSET-90f63b40-ea6f-544c-86d2-a54295105ef1,4,major_category,include,,轻工纺织大类,,,限于印刷类所包含专业
ELIGITEM-323d6b11-6b45-5d77-b588-cae91b465088,ELIGSET-9b64e033-9adb-5f73-aa08-7056671e74b0,1,major_category,include,,食品药品与粮食大类,,,
ELIGITEM-d26882f8-48a8-56b6-a8cd-3d15321a4306,ELIGSET-9b64e033-9adb-5f73-aa08-7056671e74b0,2,major_category,include,,生物与化工大类,,,
ELIGITEM-c77e6b96-9dca-5578-bc3c-a04c9a3661cd,ELIGSET-9b64e033-9adb-5f73-aa08-7056671e74b0,3,major_category,include,,医药卫生大类,,,
ELIGITEM-cb8fc4b1-3ed7-5f77-999c-cf8ea7383978,ELIGSET-9b897277-c675-56df-992b-a84378391af2,1,major_category,include,,电子与信息大类,,,
ELIGITEM-df4ac308-7e11-5d78-8d21-4255cd30107f,ELIGSET-9b897277-c675-56df-992b-a84378391af2,2,major_category,include,,装备制造大类,,,
ELIGITEM-7441be2d-7369-5ad9-8f72-326188c9da5f,ELIGSET-9b897277-c675-56df-992b-a84378391af2,3,major_category,include,,能源动力与材料大类,,,
ELIGITEM-70b7f3a7-0207-5042-a812-325c65c848eb,ELIGSET-9b897277-c675-56df-992b-a84378391af2,4,major_category,include,,交通运输大类,,,
ELIGITEM-b9099c07-b7f2-5de5-8fd2-b37939c9bfe2,ELIGSET-9b897277-c675-56df-992b-a84378391af2,5,major_category,include,,土木建筑大类,,,
ELIGITEM-4673ee74-fa48-52f0-b49f-e644191d519a,ELIGSET-9b897277-c675-56df-992b-a84378391af2,6,major_category,include,,水利大类,,,
ELIGITEM-f5878eb1-fa0f-53f5-a682-21606bee4045,ELIGSET-9fc55e5a-6f63-51be-8745-100cb63276f1,1,major_category,include,,财经商贸大类,,,
ELIGITEM-5e93f8e7-8298-5bc4-8e9e-8be1bd166c1c,ELIGSET-9fc55e5a-6f63-51be-8745-100cb63276f1,2,major_category,include,,旅游大类,,,
ELIGITEM-f29057f9-d9ec-530d-9388-bec757b3cd8f,ELIGSET-9fc55e5a-6f63-51be-8745-100cb63276f1,3,major_category,include,,文化艺术大类,,,
ELIGITEM-f1a5292b-9cb4-58ec-88ca-8354f1e8f6e4,ELIGSET-9fc55e5a-6f63-51be-8745-100cb63276f1,4,major_category,include,,公共管理与服务大类,,,
ELIGITEM-6eafbce8-8abc-5a88-b018-0c0c837b0aa1,ELIGSET-9fc55e5a-6f63-51be-8745-100cb63276f1,5,major_category,include,,新闻传播大类,,,
ELIGITEM-856ea68e-8e52-52d7-964c-4ff669a1894c,ELIGSET-a27ad3b4-a3af-5ae3-8975-ac1dda43d30e,1,major_category,include,,财经商贸大类,,,
ELIGITEM-d723333a-4919-537f-a0ae-2312b6478df8,ELIGSET-a27ad3b4-a3af-5ae3-8975-ac1dda43d30e,2,major_category,include,,旅游大类,,,
ELIGITEM-84669d73-5f14-512b-9c51-dc61405067b6,ELIGSET-a27ad3b4-a3af-5ae3-8975-ac1dda43d30e,3,major_category,include,,公共管理与服务大类,,,
ELIGITEM-efb45dd0-ec26-549e-9eb8-a3730cb5e671,ELIGSET-a27ad3b4-a3af-5ae3-8975-ac1dda43d30e,4,major_category,include,,新闻传播大类,,,
ELIGITEM-e543e326-00aa-54d9-8743-8dd3902d3950,ELIGSET-a5ce7724-6fac-55a2-9141-79d5ba869622,1,major_category,include,,医药卫生大类,,,
ELIGITEM-566292b0-f622-5c05-90b9-bcc953cccca3,ELIGSET-a5ce7724-6fac-55a2-9141-79d5ba869622,2,major_category,include,,教育与体育大类,,,限于体育类所包含专业
ELIGITEM-c75733ac-6c36-51ca-96f6-5284ef74f9b0,ELIGSET-a5fffc92-f135-51bc-bc8a-3094f0c6c5d7,1,major_category,include,,文化艺术大类,,,
ELIGITEM-c20b9e9c-4412-593d-8370-db9bf7259e9f,ELIGSET-a5fffc92-f135-51bc-bc8a-3094f0c6c5d7,2,major_category,include,,教育与体育大类,,,限于美术教育、艺术教育2个专业
ELIGITEM-1c4cd17e-5b72-5b8c-9b21-ea76b77ff80d,ELIGSET-a5fffc92-f135-51bc-bc8a-3094f0c6c5d7,3,major_category,include,,轻工纺织大类,,,限于纺织服装类所包含专业
ELIGITEM-8598e348-e8e3-5b7d-9b06-5414d5011903,ELIGSET-a6a33a69-d640-5221-8bd7-ff5efa112e4e,1,major_category,include,,文化艺术大类,,,
ELIGITEM-77c4f59f-d387-5f61-ba30-a13e7e314ad1,ELIGSET-a6a33a69-d640-5221-8bd7-ff5efa112e4e,2,major_category,include,,教育与体育大类,,,限于美术教育、艺术教育2个专业
ELIGITEM-199d9b8e-9d2b-5b5a-9622-6f456a546247,ELIGSET-a6a33a69-d640-5221-8bd7-ff5efa112e4e,3,major_category,include,,轻工纺织大类,,,限于纺织服装类所包含专业
ELIGITEM-e22ba14d-681c-5cbd-815d-6d5c97c42b45,ELIGSET-aa6aefc8-b4bc-57cb-845d-cde768bb510d,1,major_category,include,,财经商贸大类,,,
ELIGITEM-b40272be-3244-5154-be0b-76e98f5f1933,ELIGSET-aa6aefc8-b4bc-57cb-845d-cde768bb510d,2,major_category,include,,旅游大类,,,
ELIGITEM-606c8b41-7fb3-5b75-8344-c5e1943b44ae,ELIGSET-aa6aefc8-b4bc-57cb-845d-cde768bb510d,3,major_category,include,,公共管理与服务大类,,,
ELIGITEM-dd68990b-b9d0-5c33-9df3-b60ecd11ca0e,ELIGSET-aa6aefc8-b4bc-57cb-845d-cde768bb510d,4,major_category,include,,新闻传播大类,,,
ELIGITEM-2581da5e-67ab-542b-b59c-d4150388fdd9,ELIGSET-ac3697a1-c2b7-5453-b0af-01188bd61b7a,1,major_category,include,,财经商贸大类,,,
ELIGITEM-2cf6237a-b4cf-55db-8791-21c3fb2fec9a,ELIGSET-ac3697a1-c2b7-5453-b0af-01188bd61b7a,2,major_category,include,,旅游大类,,,
ELIGITEM-259394d3-90f4-5f12-b1a1-f0d57630d8c6,ELIGSET-ac3697a1-c2b7-5453-b0af-01188bd61b7a,3,major_category,include,,文化艺术大类,,,
ELIGITEM-ebe49412-d21b-5d24-8612-f8b851b3202d,ELIGSET-ac3697a1-c2b7-5453-b0af-01188bd61b7a,4,major_category,include,,公共管理与服务大类,,,
ELIGITEM-2a53390b-7b1d-53e2-8290-71baa8916414,ELIGSET-ac3697a1-c2b7-5453-b0af-01188bd61b7a,5,major_category,include,,新闻传播大类,,,
ELIGITEM-09655453-0880-52da-a7bf-d1f10800e392,ELIGSET-aeb50744-670e-5a5d-8931-8c00ccc884ac,1,major_category,include,,食品药品与粮食大类,,,
ELIGITEM-4c743ea0-6660-5d2b-b383-76e7b73f0b54,ELIGSET-aeb50744-670e-5a5d-8931-8c00ccc884ac,2,major_category,include,,生物与化工大类,,,
ELIGITEM-48e81944-7895-577e-af70-88f7e9414b1b,ELIGSET-aeb50744-670e-5a5d-8931-8c00ccc884ac,3,major_category,include,,医药卫生大类,,,
ELIGITEM-00a4e3de-2f5d-5a2f-bf4a-c77ff7b12bf8,ELIGSET-aeb50744-670e-5a5d-8931-8c00ccc884ac,4,major_category,include,,资源环境与安全大类,,,
ELIGITEM-360d67e0-1fc8-521e-8886-8127d40b19d3,ELIGSET-aeb50744-670e-5a5d-8931-8c00ccc884ac,5,major_category,include,,电子与信息大类,,,
ELIGITEM-9c135e02-f0a9-55db-8a9d-fb8b54d963ec,ELIGSET-aeb50744-670e-5a5d-8931-8c00ccc884ac,6,major_category,include,,农林牧渔大类,,,
ELIGITEM-679c72d3-08f9-5d47-8088-daa319d04289,ELIGSET-afa159d3-3518-5bee-ae74-14499ae8642a,1,major_category,include,,新闻传播大类,,,
ELIGITEM-48e859ff-7282-5b99-97de-da86d9eae56f,ELIGSET-afa159d3-3518-5bee-ae74-14499ae8642a,2,major_category,include,,电子与信息大类,,,
ELIGITEM-fafcb933-f6b6-5472-b29d-7f7c983860d0,ELIGSET-afa159d3-3518-5bee-ae74-14499ae8642a,3,major_category,include,,文化艺术大类,,,
ELIGITEM-00c29b22-0766-5441-bc4e-c28b5111fcdf,ELIGSET-b31fbf24-6440-5a3f-97e2-175969ba2896,1,major_category,include,,电子与信息大类,,,
ELIGITEM-8ec1e179-a31d-5c37-9487-e67049c150bd,ELIGSET-b31fbf24-6440-5a3f-97e2-175969ba2896,2,major_category,include,,装备制造大类,,,
ELIGITEM-9559bfba-daf1-50e8-8057-beda5058e104,ELIGSET-b31fbf24-6440-5a3f-97e2-175969ba2896,3,major_category,include,,交通运输大类,,,
ELIGITEM-be613f97-7907-5550-821d-20f80a11f15d,ELIGSET-b31fbf24-6440-5a3f-97e2-175969ba2896,4,major_category,include,,土木建筑大类,,,
ELIGITEM-be5ed96e-4fa8-59ea-805f-93605e8641e5,ELIGSET-b5c5f8aa-5d4c-5188-919a-ecd551dea6db,1,major_category,include,,食品药品与粮食大类,,,
ELIGITEM-26b64b88-8640-5234-82ad-697211216bed,ELIGSET-b5c5f8aa-5d4c-5188-919a-ecd551dea6db,2,major_category,include,,生物与化工大类,,,
ELIGITEM-0b59158d-a1b0-577d-bb38-055a452cca98,ELIGSET-b5c5f8aa-5d4c-5188-919a-ecd551dea6db,3,major_category,include,,医药卫生大类,,,
ELIGITEM-64c20a03-c023-52a6-8355-8a378099f373,ELIGSET-b6175751-29f6-5ecc-8cc7-3929347e3ca0,1,major_category,include,,电子与信息大类,,,
ELIGITEM-5b2c0945-1757-5858-a8c8-3e837afd5fdf,ELIGSET-b6175751-29f6-5ecc-8cc7-3929347e3ca0,2,major_category,include,,装备制造大类,,,
ELIGITEM-f784e007-5d36-58b5-9c1a-f6c30d5cc6db,ELIGSET-b6175751-29f6-5ecc-8cc7-3929347e3ca0,3,major_category,include,,交通运输大类,,,
ELIGITEM-8fcba600-8ca5-5512-a42c-72c6098a3994,ELIGSET-b6175751-29f6-5ecc-8cc7-3929347e3ca0,4,major_category,include,,土木建筑大类,,,
ELIGITEM-737a47de-ecb6-591a-adba-9fed9c700c11,ELIGSET-b711c7e0-8fba-588a-899c-42eb3bcac175,1,major_category,include,,资源环境与安全大类,,,
ELIGITEM-ae979662-5245-55ca-8163-aa0ca930c3d1,ELIGSET-b711c7e0-8fba-588a-899c-42eb3bcac175,2,major_category,include,,电子与信息大类,,,
ELIGITEM-3c8eb14f-c04c-59c1-982d-d9341894401f,ELIGSET-b711c7e0-8fba-588a-899c-42eb3bcac175,3,major_category,include,,食品药品与粮食大类,,,
ELIGITEM-0a5ad12b-cc35-511b-8c89-fbfd1d881281,ELIGSET-b711c7e0-8fba-588a-899c-42eb3bcac175,4,major_category,include,,能源动力与材料大类,,,
ELIGITEM-72bb95a3-4f3b-565a-9ac6-5bf228d6e487,ELIGSET-b711c7e0-8fba-588a-899c-42eb3bcac175,5,major_category,include,,生物与化工大类,,,
ELIGITEM-8bce0c4f-55cd-54cf-bebf-8d6d0a7eeed8,ELIGSET-b711c7e0-8fba-588a-899c-42eb3bcac175,6,major_category,include,,医药卫生大类,,,
ELIGITEM-1d6e2e73-eabb-501a-acf0-f0db5797d51a,ELIGSET-b75fd28e-24d8-532b-8b09-a3609eb221ca,1,major_category,include,,电子与信息大类,,,
ELIGITEM-4acb0d16-47eb-588d-b1f9-436e5f440637,ELIGSET-b75fd28e-24d8-532b-8b09-a3609eb221ca,2,major_category,include,,装备制造大类,,,
ELIGITEM-d190c9f0-c99d-546b-b564-b3d86ca97867,ELIGSET-b75fd28e-24d8-532b-8b09-a3609eb221ca,3,major_category,include,,交通运输大类,,,
ELIGITEM-4e53fa78-ed47-5c61-aaf9-729d36c3b0aa,ELIGSET-b75fd28e-24d8-532b-8b09-a3609eb221ca,4,major_category,include,,财经商贸大类,,,
ELIGITEM-10ee88cb-a591-5836-86f7-476ac2a4ff99,ELIGSET-b7e2ad61-8b7a-5918-aa95-115db2d60792,1,major_category,include,,教育与体育大类,,,
ELIGITEM-33bad1a6-0ac2-55bc-9e28-83fdb19f3446,ELIGSET-b8b6cf20-1480-50c8-bad9-9bd998cd1e51,1,major_category,include,,电子与信息大类,,,
ELIGITEM-fe526b1e-2935-5060-a160-cb1cc10f854e,ELIGSET-b8b6cf20-1480-50c8-bad9-9bd998cd1e51,2,major_category,include,,装备制造大类,,,
ELIGITEM-d75e1d11-550b-57e7-b2e0-8315d9d0bbb8,ELIGSET-b8b6cf20-1480-50c8-bad9-9bd998cd1e51,3,major_category,include,,交通运输大类,,,
ELIGITEM-cad47054-32dd-576f-b415-50fe19dac0ab,ELIGSET-b8b6cf20-1480-50c8-bad9-9bd998cd1e51,4,major_category,include,,财经商贸大类,,,
ELIGITEM-f82de1ec-8778-5ab4-b0d3-cf24da5b5876,ELIGSET-c4d328a6-565d-5ccc-9a45-9e6a7e2fd50b,1,major_category,include,,医药卫生大类,,,
ELIGITEM-3eb45a8f-3ea0-5471-a731-48574da492d5,ELIGSET-c4d328a6-565d-5ccc-9a45-9e6a7e2fd50b,2,major_category,include,,教育与体育大类,,,限于体育类所包含专业
ELIGITEM-a221bef1-d5eb-5066-be2d-0853533ecf51,ELIGSET-c5784ac7-f98a-5d09-a07a-1b141871f41a,1,major_category,include,,资源环境与安全大类,,,
ELIGITEM-5cef84a4-72e0-5a41-93cc-a31156e5e950,ELIGSET-c5784ac7-f98a-5d09-a07a-1b141871f41a,2,major_category,include,,电子与信息大类,,,
ELIGITEM-eec9aafb-db87-572e-bc78-4f4388d4ce0c,ELIGSET-c5784ac7-f98a-5d09-a07a-1b141871f41a,3,major_category,include,,食品药品与粮食大类,,,
ELIGITEM-d13e5b3a-9801-583e-a0ff-3f3639f99128,ELIGSET-c5784ac7-f98a-5d09-a07a-1b141871f41a,4,major_category,include,,能源动力与材料大类,,,
ELIGITEM-c4f6b0ed-bcb9-5f8e-b343-8b09d67fd2c1,ELIGSET-c5784ac7-f98a-5d09-a07a-1b141871f41a,5,major_category,include,,生物与化工大类,,,
ELIGITEM-494c13f5-0f02-57d6-9caa-512ce3d1c131,ELIGSET-c5784ac7-f98a-5d09-a07a-1b141871f41a,6,major_category,include,,医药卫生大类,,,
ELIGITEM-06ccb301-56a7-541c-b50c-be05a37c5cfb,ELIGSET-ca0eebe5-47c6-52ae-8210-24185db309ae,1,major_category,include,,教育与体育大类,,,限于教育类所包含专业
ELIGITEM-e9e31407-945e-5afa-bfcb-d81ee518480e,ELIGSET-ca0eebe5-47c6-52ae-8210-24185db309ae,2,major_category,include,,文化艺术大类,,,限于表演艺术类所包含专业和民族文化艺术类所包含专业
ELIGITEM-194a49e4-343d-5b8a-bfb0-205b03fd58d2,ELIGSET-cb7e373c-d112-5c75-9d29-11a2bc560b3c,1,major_category,include,,财经商贸大类,,,
ELIGITEM-ce9ee513-92fa-5edf-af8e-bb9a4ee99161,ELIGSET-cb7e373c-d112-5c75-9d29-11a2bc560b3c,2,major_category,include,,电子与信息大类,,,
ELIGITEM-854dc8ad-1cde-5cc3-a679-28afe2b93627,ELIGSET-cb7e373c-d112-5c75-9d29-11a2bc560b3c,3,major_category,include,,公共管理与服务大类,,,
ELIGITEM-b58d3591-abb3-5341-bd91-d8f899e14c6f,ELIGSET-d55eb4b2-9ba4-532b-b18c-55a757d6683e,1,major_category,include,,教育与体育大类,,,限于教育类所包含专业
ELIGITEM-2b49c551-1345-5997-ad8a-a41c3c9ce060,ELIGSET-d55eb4b2-9ba4-532b-b18c-55a757d6683e,2,major_category,include,,文化艺术大类,,,限于表演艺术类所包含专业和民族文化艺术类所包含专业
ELIGITEM-d31af2ed-d69c-5280-95e6-fd8a09457633,ELIGSET-d75f2321-92ec-594c-afcf-3b28d2081151,1,major_category,include,,财经商贸大类,,,
ELIGITEM-a96830a4-8067-5b25-876e-06820d0c7169,ELIGSET-d75f2321-92ec-594c-afcf-3b28d2081151,2,major_category,include,,旅游大类,,,
ELIGITEM-53a4ee24-c0a4-55da-b8af-cf2d7360af1b,ELIGSET-d75f2321-92ec-594c-afcf-3b28d2081151,3,major_category,include,,文化艺术大类,,,
ELIGITEM-ce03d6f9-5c7a-59fb-bb6f-f42167c4dd5a,ELIGSET-d75f2321-92ec-594c-afcf-3b28d2081151,4,major_category,include,,公共管理与服务大类,,,
ELIGITEM-f9342c09-ca11-5ee8-abc6-7362e3d591c6,ELIGSET-d75f2321-92ec-594c-afcf-3b28d2081151,5,major_category,include,,新闻传播大类,,,
ELIGITEM-85914c26-643a-5139-981a-54e5e276ce22,ELIGSET-d75f2321-92ec-594c-afcf-3b28d2081151,6,major_category,include,,公安与司法大类,,,
ELIGITEM-5eb8ddb0-74c7-52bc-9e87-48836f6f3d20,ELIGSET-ddb7b494-1815-57b4-a98d-5aaf7140dd6d,1,major_category,include,,食品药品与粮食大类,,,
ELIGITEM-c57d791f-f085-5877-b342-19603214c5d9,ELIGSET-ddb7b494-1815-57b4-a98d-5aaf7140dd6d,2,major_category,include,,生物与化工大类,,,
ELIGITEM-4a382a2d-228e-5fce-9ede-868b2f2f6cfc,ELIGSET-ddb7b494-1815-57b4-a98d-5aaf7140dd6d,3,major_category,include,,医药卫生大类,,,
ELIGITEM-6fb38f0b-c195-54c5-aed0-2fb1483cd3e5,ELIGSET-ddb7b494-1815-57b4-a98d-5aaf7140dd6d,4,major_category,include,,资源环境与安全大类,,,
ELIGITEM-d21c3e86-3b5f-50e4-911a-9fe151a1f1a1,ELIGSET-ddb7b494-1815-57b4-a98d-5aaf7140dd6d,5,major_category,include,,电子与信息大类,,,
ELIGITEM-323eb10c-5ab7-5e1e-8065-192d2007db15,ELIGSET-ddb7b494-1815-57b4-a98d-5aaf7140dd6d,6,major_category,include,,农林牧渔大类,,,
ELIGITEM-a024f854-72b7-5ae5-a574-9888e616df6b,ELIGSET-dedce4de-7757-51e3-b316-a7d17978d8cb,1,major_category,include,,电子与信息大类,,,
ELIGITEM-4edb993e-229f-5e6a-b395-22a653941c17,ELIGSET-dedce4de-7757-51e3-b316-a7d17978d8cb,2,major_category,include,,装备制造大类,,,
ELIGITEM-55647bf9-01c7-53c7-9f00-0461e6c8a759,ELIGSET-dedce4de-7757-51e3-b316-a7d17978d8cb,3,major_category,include,,交通运输大类,,,
ELIGITEM-98a01da1-416a-5df9-8415-cc7b878a786f,ELIGSET-e05be0a9-84f9-5374-bca2-d4230aadd622,1,major_category,include,,教育与体育大类,,,
ELIGITEM-10c86319-18e4-5202-839a-74786fc89098,ELIGSET-e05be0a9-84f9-5374-bca2-d4230aadd622,2,major_category,include,,旅游大类,,,
ELIGITEM-2c5743a3-f0f6-531a-82ea-79965ff64b69,ELIGSET-e05be0a9-84f9-5374-bca2-d4230aadd622,3,major_category,include,,新闻传播大类,,,
ELIGITEM-cdff7bb1-ad1c-5f04-a197-65686d904b28,ELIGSET-e05be0a9-84f9-5374-bca2-d4230aadd622,4,major_category,include,,文化艺术大类,,,
ELIGITEM-a9041b66-3f73-5d76-a202-387bf91d5138,ELIGSET-e05be0a9-84f9-5374-bca2-d4230aadd622,5,major_category,include,,公共管理与服务大类,,,
ELIGITEM-b4d9e3b1-af11-51cd-8224-df92d261d188,ELIGSET-e3860e11-52e3-57db-ad49-0515c35bbd92,1,major_category,include,,文化艺术大类,,,
ELIGITEM-438de90d-4959-5ee2-9891-1787c86f8d2f,ELIGSET-e3860e11-52e3-57db-ad49-0515c35bbd92,2,major_category,include,,教育与体育大类,,,限于美术教育、艺术教育2个专业
ELIGITEM-d3521786-8f3b-5ad4-a423-98fb3f34b293,ELIGSET-e3860e11-52e3-57db-ad49-0515c35bbd92,3,major_category,include,,电子与信息大类,,,限于数字媒体技术、动漫制作技术、动漫设计与制作3个专业
ELIGITEM-04c3339e-2950-5d4e-a50c-c72cfc81d056,ELIGSET-e3860e11-52e3-57db-ad49-0515c35bbd92,4,major_category,include,,土木建筑类,,,限于园林工程技术、风景园林设计2个专业
ELIGITEM-3678aaef-9957-5dcf-8965-acb50d01b8ec,ELIGSET-e3a2bc7f-2ea2-5c79-b2c0-829e85d1bd14,1,major_category,include,,食品药品与粮食大类,,,
ELIGITEM-4a9ec791-dfdb-5640-bb7f-7f24e2455af4,ELIGSET-e3a2bc7f-2ea2-5c79-b2c0-829e85d1bd14,2,major_category,include,,生物与化工大类,,,
ELIGITEM-99865f9b-b9e8-5371-89ae-4adc37b46bea,ELIGSET-e3a2bc7f-2ea2-5c79-b2c0-829e85d1bd14,3,major_category,include,,医药卫生大类,,,
ELIGITEM-b467a80c-791e-5883-9c7e-1a94ed249d24,ELIGSET-e72e94f1-8f8b-5fb5-9812-43f189881549,1,major_category,include,,电子与信息大类,,,
ELIGITEM-5fa9c289-5999-5ef8-bdd8-6273d1d1facd,ELIGSET-e72e94f1-8f8b-5fb5-9812-43f189881549,2,major_category,include,,装备制造大类,,,
ELIGITEM-57125261-0cbf-58dc-af87-bcbdec48f6b0,ELIGSET-e72e94f1-8f8b-5fb5-9812-43f189881549,3,major_category,include,,交通运输大类,,,
ELIGITEM-73a40784-6ffb-5432-83d5-4921527020ec,ELIGSET-ed733c55-c024-599e-a153-7cf573d8be4e,1,major_category,include,,教育与体育大类,,,
ELIGITEM-219bbbd8-2838-597b-8371-e9d3bcf3fc05,ELIGSET-f5b0432b-4cba-51ea-ae17-f7f2d53ddd3e,1,major_category,include,,文化艺术大类,,,
ELIGITEM-868687c7-b45a-5126-a23d-fad6afcf2956,ELIGSET-f5b0432b-4cba-51ea-ae17-f7f2d53ddd3e,2,major_category,include,,教育与体育大类,,,限于美术教育、艺术教育2个专业
ELIGITEM-c9a489fb-4a6f-59ef-83a6-af5c9d3abd88,ELIGSET-f5b0432b-4cba-51ea-ae17-f7f2d53ddd3e,3,major_category,include,,电子与信息大类,,,限于数字媒体技术、动漫制作技术、动漫设计与制作3个专业
ELIGITEM-a14a5c0b-9121-562e-8b44-2ca5eda0cd12,ELIGSET-f5b0432b-4cba-51ea-ae17-f7f2d53ddd3e,4,major_category,include,,土木建筑类,,,限于园林工程技术、风景园林设计2个专业
ELIGITEM-5437968c-bfe9-5d11-a9fb-9d5fd886e32e,ELIGSET-f74dc1c0-3e5f-519f-a00d-994836d81a20,1,major_category,include,,财经商贸大类,,,
ELIGITEM-fbfab12e-0956-510b-96bc-fec1e9fe10a7,ELIGSET-f8e6e234-b841-5abd-a783-17273ead6dc6,1,major_category,include,,资源环境与安全大类,,,
ELIGITEM-ca6c0fa7-0a6e-5452-8244-b276932cbd8a,ELIGSET-f8e6e234-b841-5abd-a783-17273ead6dc6,2,major_category,include,,电子与信息大类,,,
ELIGITEM-330f912b-1c22-53ed-974b-cc72d4acb135,ELIGSET-f8e6e234-b841-5abd-a783-17273ead6dc6,3,major_category,include,,食品药品与粮食大类,,,
ELIGITEM-e352e5f3-4b40-58cc-9df4-ff19fa160c23,ELIGSET-f8e6e234-b841-5abd-a783-17273ead6dc6,4,major_category,include,,能源动力与材料大类,,,
ELIGITEM-5dbd2af7-d400-5b85-b0dd-ffe7d2b95dbe,ELIGSET-f8e6e234-b841-5abd-a783-17273ead6dc6,5,major_category,include,,生物与化工大类,,,
ELIGITEM-faaa156f-7000-5778-970f-639f867735e2,ELIGSET-f8e6e234-b841-5abd-a783-17273ead6dc6,6,major_category,include,,医药卫生大类,,,
ELIGITEM-d3f9f1cb-ff0f-502e-bea0-10ac3d6a7814,ELIGSET-fd223d1f-add8-5b34-876d-95f5f78abd68,1,major_category,include,,财经商贸大类,,,
ELIGITEM-58cfb33a-4bbf-5a6d-a1e8-28b9f6128e87,ELIGSET-ff429925-67f3-5bf1-bd31-66c5c9025ed8,1,major_category,include,,电子与信息大类,,,
